TIC ID,CTOI,Promoted to TOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,Initial Community Disposition,TFOPWG Disposition,TESS mag,TESS mag error,RA (deg),Dec (deg),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Transit Epoch (BJD),Transit Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Notes,Date Modified,User,Group,Tag
9949865,9949865.01,,,,,,,,,PC,,12.1322,0.006,70.81504,54.838724,15.951,0.049,-2.696,0.048,2458815.803,0.012,0.669,0.001,0.119,0.014,0.998,,919,,4.361,1.094,534.501,10.299,6167.38,138.741,4.14733,0.109616,1.51557,0.133387,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421189
9989136,9989136.01,5734.01,,,,,,,,PC,,8.5446,0.006,111.255818,37.231122,-27.643,0.102,14.349,0.083,2458848.682,0.017,6.188,0.007,2.777,0.178,0.85,0.023,782.9,21.4,1.996,0.1,32.5102,0.078,4645,128.105,4.62487,0.0969687,0.693766,0.0532161,From Sector 20 SPOC FFIs; good potential Level 1 planet,2021-10-30,spencer,,101274
10075332,10075332.01,,,,,,,,,PC,,14.237,0.008,173.75587,38.873702,-51.393,0.048,1.932,0.077,2458898.9,0.003,0.901,0,0.047,0.005,12.327,,11289,,8.045,0.563,290.135,3.4785,3688,157,4.6031,0.012295,0.657974,0.0199658,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421522
10697188,10697188.01,,,,,,,,,PC,,9.38696,0.006,29.025266,60.580447,87.044,0.024,-47.837,0.043,2458794.73,,5.44,,,,1.408,,1296.36,,,,116.469,0.423,5920,130.871,4.41811,0.0791326,1.0624,0.0505126,"Camera 2, CCD 1, Column 2051, Row 1597, Sector 18, Mission TESS",2021-04-12,chiarello,,96244
10697190,10697190.01,,,,,,,,,PC,,8.72959,0.006,29.030078,60.580766,88.812,0.025,-47.225,0.046,2458794.73,,5.44,0.2,,,1.408,,1296.36,,,,117.667,0.4565,6112,136.469,4.22111,0.0838895,1.37786,0.062412,"Camera 2, CCD 1, Column 2051, Row 1597, Sector 18, Mission TESS",2021-04-12,chiarello,,96245
10747470,10747470.01,,,,,,,,,PC,,9.72577,0.006,212.252809,51.086496,-31.582,0.034,17.487,0.037,2458739.416,,1.977,0,2.067,0.107,0.293,0.022,269.7,20.3,3.78,0.14,275.69,2.103,6176.61,129.695,3.90825,0.0859421,1.99917,0.0960829,"Short period Neptune around a subgiant, low s2n",2020-01-02,damboiu,,8505
10934226,10934226.01,,,,,,,,,PC,,12.872,0.007,42.793257,-1.338135,-12.405,0.081,-51.173,0.08,2458410.992,0.052,4.803,0.05,1.25,,2.83,0.081,2603.411,74.626,2.144,0.215,72.2218,0.24465,3496,157,4.8342,0.00292877,0.391827,0.0117338,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647",2021-04-06,feliz,,96006
11085362,11085362.01,,,,,,,,,PC,,14.426,0.007,72.601512,-2.15424,-6.123,0.096,-35.363,0.066,2458436.635,0.002,2.046,0,0.059,0.004,23.692,,21585,,22.627,1.584,324.992,5.5945,3821,157,4.60273,0.0132659,0.658428,0.0209947,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421504
11356662,11356662.01,,,,,,,,,PC,,10.0162,0.006,85.072833,-4.384661,-7.255,0.066,-40.889,0.064,2458467.274,0.006,3.249,0.001,0.133,0.014,0.769,,708,,2.84,0.42,162.166,1.2725,5850,134.214,4.35408,0.079021,1.13194,0.0553015,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29308
11435037,11435037.01,,,,,,,,,PC,,9.5197,0.006,30.242486,60.637782,-9.087,0.028,-3.205,0.06,2458791.08,,0.53,0.8,,,0.063,,57.61,,,,127.175,0.5875,6206,352.655,4.48509,0.108928,1.03469,0.0459572,"Camera 2, CCD 1, Column 1957, Row 1636, Sector 18",2021-04-23,chiarello,,96567
11521555,11521555.01,2401.01,,,,,,,,PC,,9.0982,0.007,146.44726,-25.457737,-6.196,0.07,-7.534,0.071,2458515.692,0.005,5.867,0.001,0.17,0.007,2.787,,2564,,17.91,3.13,323.506,3.9455,6294,132.523,3.54625,0.0862888,3.09644,0.144573,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29323
11755687,11755687.01,,,,,,,,,PC,,12.4821,0.006,90.643666,-0.57711,5.933,0.042,-40.68,0.043,2458468.686,,3.052,,2.308,,17.061,,15591.1,,13.638,,363.66,3.033,5370,140.501,4.43994,0.0820357,0.962287,0.0543518,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93940
11762560,11762560.01,,,,,,,,,PC,,11.6811,0.013,90.708409,-5.427219,-5.283,0.069,-4.61,0.072,2458470.986,,4.925,,,,26.487,,24100,,,,287.491,2.91,5671,137.023,4.42922,0.0770489,1.01528,0.0506156,DTARPS 012 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
11835032,11835032.01,,,,,,,,,PC,,12.1486,0.007,102.897566,54.432135,-0.321,0.059,-20.542,0.05,2458837.209,0.004,5.382,0.001,0.13,0.029,2.088,,1921,,4.422,1.082,337.705,5.155,5556,115.41,4.45593,0.078344,0.969799,0.0482362,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421186
11972578,11972578.01,,,,,,,,,PC,,13.2545,0.007,146.384871,-30.258829,-89.52,2,-58.46,2,2458542.7,0.023,5.895,0.008,0.075,0.013,5.762,,5293,,4.209,1.532,187.7046,,3629,157,4.70009,0.0300245,0.542879,0.0372371,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420767
12011437,12011437.01,,,,,,,,,PC,,12.038,0.006,146.644121,-32.795242,-3.464,0.051,-18.485,0.069,2458542.719,0.008,2.433,0.001,0.11,0.006,4.769,,4383,,6.58,1.76,387.663,5.684,5732,134.684,4.31833,0.0826397,1.15923,0.0610804,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29448
12090836,12090836.01,,,,,,,,,PC,,12.4733,0.012,91.465705,-2.67652,1.833,0.07,-2.471,0.074,2458470.35,,3.197,,3.74,,11.728,,10743.6,,17.708,,680.471,20.783,6467.28,134.725,4.19821,0.096493,1.51431,0.0908191,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93941
12470221,12470221.01,,,,,,,,,PC,,14.0459,0.007,3.334549,-26.169142,11.16,0.077,-44.009,0.046,2458354.878,0.001,1.835,0,0.083,0.002,52.289,,47019,,14.141,3.563,266.233,2.632,4070,122,4.63875,,0.634965,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421493
12631674,12631674.01,,,,,,,,,PC,,11.1754,0.006,53.161433,-7.247842,-26.146,0.148,-0.66,0.151,2459168.112,0.002,,,2.28,0.024,1.989,0.13,1830,120,4.612,0.149,162.543,3.551,4824,134.242,4.34312,0.0937192,0.986457,0.0725226,Found with our in-house single transit finder; Sector 31,2021-02-02,steuer,,93778
13072758,13072758.01,,,,,,,,,PC,,12.224,0.007,76.088398,-29.034181,5.254,0.036,6.585,0.038,2458455.595,0.006,,,,,8.283,0.358,7600,330,,,640.877,9.4625,6313,120.949,4.21991,0.0878122,1.43149,0.0664522,WINE single transit,2020-12-21,brahm,,92662
13073396,13073396.01,,,,,,,,,PC,,13.1159,0.007,348.068661,-27.352971,233.589,0.069,-43.07,0.068,2458374.152,0.005,,,2.27,0.58,14.585,2.163,13343.03,1990.54,4.83,0.35,73.39,0.275,3431,157,4.84276,0.00251713,0.382623,0.0116209,Found with our in-house single transit finder,2021-06-08,steuer,,97559
13087524,13087524.01,,,,,,,,,PC,,12.1693,0.006,36.095495,60.603586,90.512,0.031,-74.238,0.061,2458785.091,0.014,5.908,0.004,0.111,0.011,3.144,,2892,,4.601,1.022,123.04,0.565,3776,124.084,4.34436,0.145124,0.842469,0.103473,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421226
13093071,13093071.01,,,,,,,,,PC,,11.5758,0.006,76.192443,-26.859155,-9.974,0.038,28.924,0.049,2458462.621,0.001,,,,,21.381,0.543,19500,500,,,191.778,0.9815,5217.13,115.4,4.5901,0.0836357,0.791468,0.04299,WINE single transit,2020-12-21,brahm,,92664
13337783,13337783.01,,,,,,,,,PC,,11.503,0.017,305.265861,39.297971,3.095,0.047,14.569,0.051,2458682.971,0.007,1.208,0,0.141,0.01,1.386,,1276,,6.11,1.566,515.794,7.5085,6748,161.275,4.22076,0.0896571,1.54111,0.0681005,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421012
13344668,13344668.01,,,,,,,,,PC,,12.673,0.006,78.719795,-29.729662,4.018,0.02,68.688,0.025,2458445.05,0.1,,,,,33.071,0.543,30000,500,,,197.809,0.5095,4469,132.265,4.59352,0.0955623,0.700056,0.0590402,WINE single transit,2020-12-21,brahm,,92666
13416465,13416465.01,,,,,,,,,PC,,14.02,0.069,305.41041,40.653186,-3.208,0.039,-5.474,0.045,2458688.665,0.111,5.578,0.056,3.5,0.1,89.668,,79269,,57.8,23.1,1811.3,77.73,10489,131,3.85383,,3.22554,,"new CTOI likely member of NGC 6910, PATHOS-44 in Nardiello et al. (2021)",2021-09-07,nardiello,,99696
13470446,13470446.01,,,,,,,,,PC,,7.06159,0.006,320.148688,28.833098,-6.11,0.074,6.79,0.085,2458706.002,0.01,6.172,0.003,0.358,0.051,0.289,,266,,7.801,2.454,138.663,0.9225,6439.52,110.554,3.52949,0.0895158,3.24909,0.152729,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420876
13574905,13574905.01,,,,,,,,,PC,,10.3041,0.009,320.520434,24.743407,-11.71,0.067,-11.491,0.086,2458710.734,0.018,2.198,0.003,0.14,0.019,0.454,,418,,7.706,0.658,536.74,15.4005,6464,129.389,3.61559,0.0914514,2.95037,0.150088,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420850
13737885,13737885.01,3382.01,,,,,,,,PC,,11.5546,0.007,133.755772,-9.1652,0.098,0.062,-6.967,0.065,2458516.858,0.002,4.466,0.001,0.22,0.009,4.432,,4074,,14.86,2.64,713.283,19.7345,6329,118.732,3.8661,0.0879141,2.15993,0.107136,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29382
13866376,13866376.01,,,,,,,,,PC,,11.6154,0.036,305.685789,40.501474,-3.457,0.043,-6.098,0.039,2458686.476,0.005,9.397,0.003,4.2,0.2,6.076,,5581,,30.1,4.1,1680.59,76.775,9976,125,,,10.62,,"new CTOI likely member of NGC 6910, PATHOS-45 in Nardiello et al. (2021)",2021-09-07,nardiello,,99697
13870815,13870815.01,,,,,,,,,PC,,12.0028,0.015,305.610068,41.477937,14.972,0.049,0.325,0.053,2458682.487,0.009,4.514,0.001,0.102,0.013,1.437,,1323,,7.347,0.527,615.779,11.638,6143,162.372,4.04309,0.0898281,1.69713,0.087701,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421036
13875852,13875852.01,,,,,,,,,PC,,13.9693,0.038,305.760367,40.981787,-3.022,0.041,-5.384,0.037,2458684.1,0.005,8.33,0.001,3.9,0.1,72.827,,64876,,50.9,22.9,1636.2,65.16,7990,124,3.57117,,3.769,,"new CTOI likely member of NGC 6910, PATHOS-46 in Nardiello et al. (2021)",2021-09-07,nardiello,,99698
14030804,14030804.01,,,,,,,,,PC,,14.3157,0.006,76.482956,-41.574101,7.189,0.039,2.099,0.056,2458410.483,0.004,0.525,0,0.041,0,4.02,,3696,,4.302,1.031,307.669,2.2835,4018,122,4.58743,,0.668326,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421481
14173089,14173089.01,,,,,,,,,PC,,13.988,0.006,78.1284,-36.39802,0.763,0.029,3.236,0.034,2458441.471,,4.076,,3.113,,4.035,,3709.4,,7.537,,1078.61,21.12,6111,123,4.39005,,1.13334,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93942
14247181,14247181.01,,,,,,,,,PC,,12.4086,0.009,104.226072,58.207396,0.791,0.052,-11.219,0.042,2458842.062,0.015,2.887,0.003,0.128,0.028,1.471,,1354,,21.327,1.551,848.62,24.9645,6362.66,102.822,4.04245,0.0841002,1.77709,0.085794,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421211
14440176,14440176.01,,,,,,,,,PC,,11.7702,0.006,132.428418,54.406213,-43.634,0.05,-7.465,0.04,2458842.923,0.005,6.861,0.005,2.783,0.035,1.882,0.036,1732,33.5,3.475,0.22,211.297,1.403,5106.61,124.31,4.51655,0.0846768,0.846258,0.0516508,From Sector 20 SPOC FFIs,2021-10-31,spencer,,101288
14564410,14564410.01,,,,,,,,,PC,,10.6842,0.007,111.311796,12.940558,0.04,0.078,-7.726,0.061,2458520.704,,1.445,,,,2.174,,2000,,,,297.076,4.15,6467,129.351,4.33841,0.0873467,1.2886,0.0616282,DTARPS 017 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
14611330,14611330.01,,,,,,,,,PC,,8.57805,0.006,111.482632,14.086301,-5.943,0.077,-19.614,0.066,2459220.143,0.017,,,4.6,3.98,1.384,0.002,1274.03,1.95,9.05,0.01,287.512,3.414,8406,132.731,4.02604,0.071532,2.31875,0.072201,Found with our in-house single transit finder,2021-03-11,steuer,,95052
14739595,14739595.01,,,,,,,,,PC,,13.8998,0.007,306.347334,40.515664,22.79,0.038,-16.824,0.036,2458683.25,0.007,1.476,0,0.068,0.01,5.318,,4886,,3.994,0.28,191.058,0.809,3791,157,4.70417,0.00936841,0.538173,0.0160345,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421023
14857559,14857559.01,,,,,,,,,PC,,14.0024,0.007,118.508655,30.254029,-7.502,0.101,-15.807,0.054,2458841.488,0.007,5.236,0.002,0.153,0.016,11.891,,10892,,10.083,1.729,368.779,9.644,4025,122,4.29731,,0.933358,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421518
14960758,14960758.01,,,,,,,,,PC,,10.6533,0.006,306.568034,36.914236,12.713,0.038,-23.616,0.043,2458681.57,0.004,2.619,0,0.19,0.009,1.286,,1184,,7.009,3.29,315.14,2.6235,6134.91,106.379,4.11875,0.0846808,1.55623,0.0753718,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420972
15141830,15141830.01,,,,,,,,,PC,,11.1257,0.012,306.758353,39.890357,0.725,0.047,7.508,0.043,2458682.232,0.009,3.83,0.001,0.175,0.022,0.895,,824,,17.842,1.637,678.382,11.193,5304.08,18.41,,,3.50781,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421018
16249522,16249522.01,,,,,,,,,PC,,12.1321,0.006,228.771686,31.807317,-16.093,0.027,4.704,0.031,2458948.61,0.006,8.277,0.002,0.263,0.02,2.34,,2153,,9.389,0.739,613.106,8.061,5403.15,140.499,3.86322,0.091699,1.87926,0.119854,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420910
16271601,16271601.01,,,,,,,,,PC,,11.9189,0.007,228.988211,33.101502,-79.684,0.1,4.678,0.119,2459714.213,0.002,,,0.9,0.2,144.98,5.442,125000,5000,17,0.5,49.5468,0.19255,3318,157,4.78645,0.00576339,0.444462,0.0131585,Single transit event from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html,2022-07-28,wzhou,,418101
16312021,16312021.01,,,,,,,,,PC,,8.58558,0.006,307.45061,41.722761,28.725,0.047,20.631,0.049,2458680.779,0.026,3.179,0.002,0.18,0.025,0.267,,246,,2.965,0.867,131.531,0.5565,6563,126.028,4.24099,0.0908116,1.46376,0.0611659,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421041
16317477,16317477.01,,,,,,,,,PC,,13.0157,0.025,307.521202,41.038855,-3.942,0.026,-9.363,0.028,2458686.239,0.003,3.02,0.001,1.995,0.254,20.097,12.888,18340,11800,21.18,6.82,751.629,9.049501,5863,122,4.17638,,1.39155,,"Qual:B,NotCM?,2.8e+07yr. Wrn: mean(R)=1.130. Rp=(0.75-2.96)Rj. b=0.06-1.02 (3-97HDI).",2022-02-19,bouma,tfopwg,108227
16326602,16326602.01,,,,,,,,,PC,,12.8855,0.01,116.042586,12.35313,-118.8,2,-64.96,2,2458507.249,0.022,,,3.73,1.51,16.215,2.114,14823.72,1945.13,3.84,0.24,69.69933,,3200,157,4.93848,0.00399292,0.288643,0.01024,Found with our in-house single transit finder,2021-04-22,steuer,,96545
16478898,16478898.01,,,,,,,,,PC,,12.2008,0.007,102.015432,35.99759,1.008,0.073,-11.407,0.061,2458840.68,0.008,2.301,0.001,0.115,0.016,1.864,,1715,,10.099,0.817,653.091,19.4925,6166.84,139.753,4.09396,0.0906598,1.61435,0.0953567,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420958
16490297,16490297.01,,,,,,,,,PC,,11.8719,0.007,116.85088,12.474979,4.219,0.087,-10.139,0.067,2458492.954,,2.571,,,,25.264,,23000,,,,538.944,13.9345,6075.56,153.387,4.13475,0.0946276,1.51394,0.0937662,DTARPS 018 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
16651258,16651258.01,,,,,,,,,PC,,12.3686,0.006,106.537324,36.052378,4.525,0.09,-7.753,0.067,2458836.866,0.006,8.202,0.003,0.101,0.008,12.024,,11013,,23.77,2.361,889.256,46.7805,6020,126.35,3.8636,0.0911018,2.04125,0.140615,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420959
16725913,16725913.01,,,,,,,,,PC,,11.2225,0.013,307.672312,41.078719,11.776,0.043,-10.334,0.046,2458679.028,0.007,4.956,0.001,0.103,0.011,1.894,,1743,,20.001,1.335,560.28,8.096,6421,155.303,3.94373,0.0905633,2.0066,0.0984799,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421031
16769119,16769119.01,,,,,,,,,PC,,11.8846,0.009,122.481624,37.623175,-1.444,0.063,1.363,0.046,2458840.573,0.008,3.029,0.001,0.182,0.006,0.97,,893,,5.264,1.009,666.869,17.5375,6312.93,172.768,4.03709,0.102908,1.76685,0.115418,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420982
16842739,16842739.01,,,,,,,,,PC,,11.9392,0.007,307.827339,37.102565,-10.971,0.044,-39.29,0.051,2458683.175,0.007,1.697,0,0.163,0.018,1.768,,1627,,6.91,1.897,490.193,7.697,7220,139.81,4.38626,0.0871648,1.35101,0.0545428,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420978
16999099,16999099.01,,,,,,,,,PC,,11.7667,0.008,235.281963,29.897059,4.734,0.031,-15.206,0.041,2458955.064,0.008,0.884,0,0.098,0.012,2.42,,2226,,7.479,2.561,526.213,6.824,5676.21,136.233,3.96414,0.0857693,1.73429,0.10054,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420889
17129975,17129975.01,,,,,,,,,PC,,12.367,0.018,308.160533,40.778443,-2.017,0.047,-15.301,0.05,2458680.219,0.002,4.555,0,0.108,0.008,5.959,,5473,,11.539,1.397,658.741,13.1045,6616,162.337,4.2907,0.0922661,1.39196,0.0613819,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421026
17141821,17141821.01,,,,,,,,,PC,,11.6774,0.007,144.407338,37.838571,-40.748,0.061,-11.422,0.074,2458870.407,0,0.443,0,0.038,0.001,7.884,,7235,,14.427,1.273,201.174,1.533,5316.7,112.168,4.61848,0.0777183,0.779272,0.0392412,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420984
17538651,17538651.01,,,,,,,,,PC,,12.1686,0.007,243.450504,33.692407,-16.539,0.032,-0.533,0.042,2458953.532,0.004,4.05,0.001,0.116,0.009,2.925,,2690,,23.118,1.698,768.508,11.6155,5725.5,107.144,3.8086,0.0725382,2.08464,0.0951785,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420929
17932757,17932757.01,5718.01,,,,,,,,PC,,10.8075,0.008,170.27386,41.576429,-31.724,0.057,-18.498,0.07,2458903.546,0.007,,,4.3,0.4,1.521,0.152,1400,140,2.7,0.2,65.9721,0.23415,3922,157,4.59159,0.0119581,0.672256,0.019799,PHT candidate. Two transits in Sectors 22 and 48.,2022-03-31,eisner,,113457
17933174,17933174.01,,,,,,,,,PC,,11.0576,0.006,170.462854,39.448358,-50.045,0.064,-1.221,0.082,2458898.968,0.004,1.09,0,0.103,0.008,1.467,,1350,,2.699,0.494,167.734,2.3225,5378.17,104.216,4.56644,0.0759317,0.83276,0.040191,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421013
18022314,18022314.01,,,,,,,,,PC,,12.2261,0.007,172.484328,36.6308,-1.605,0.079,-8.534,0.077,2458897.464,0.002,4.8,0.001,0.142,0.003,13.404,,12270,,26.962,2.45,789.437,35.5035,6253.39,163.605,4.01989,0.103158,1.78026,0.12885,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420969
18380164,18380164.01,,,,,,,,,PC,,11.2911,0.007,265.574067,35.777279,-3.815,0.036,15.682,0.045,2458981.721,0.005,3.307,0.001,0.085,0.008,0.581,,535,,5.127,1.01,572.938,6.885,6339,123.888,3.94634,0.0881962,1.96932,0.0937437,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420956
18648237,18648237.01,,,,,,,,,PC,,11.5778,0.006,137.682965,-32.016449,-23.688,0.034,-8.503,0.045,2458491.766,,2.915,,,,2.174,,2000,,,,291.1,2.4695,5757,130.617,4.39522,0.0782479,1.06621,0.0520326,DTARPS 019 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
19026420,19026420.01,,,,,,,,,PC,,10.6742,0.006,119.603625,11.927282,-62.829,0.079,-35.03,0.054,2458493.955,0.025,,,5.2,2.71,1.841,0.09,1694.19,83.15,3.65,0.09,111.787,0.5385,4861.52,105.637,4.51802,0.0804965,0.811686,0.0475929,Found with our in-house single transit finder,2021-04-22,steuer,,96546
19342878,19342878.01,6101.01,,,,,,,,PC,,10.8042,0.006,124.073681,-8.686581,-1.571,0.055,22.902,0.051,2459963.43,0,1.333,0,2.5,0.5,21.093,0.082,19240.2,75.8,15.32,0.89,211.73,1.688,5729.25,145.96,4.3916,0.0836248,1.06702,0.0618166,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html,2023-02-27,wzhou,,426881
19680613,19680613.01,,,,,,,,,PC,,12.2802,0.006,140.055828,-31.397492,-58.56,0.027,28.866,0.029,2458514.612,0.008,3.489,0.001,0.062,0.007,2.204,,2028,,2.577,0.249,122.999,0.266,4334.7,136.598,4.79146,0.110459,0.548982,0.0534347,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421490
20299658,20299658.01,2536.01,,,,,,,,PC,,12.7022,0.006,90.963936,-39.546448,4.166,1.172,3.286,1.172,2458455.736,0.007,31.989,0.012,,,,,,,,,631.951,,,,,,,,WINE warm jupiter candidate,2020-12-21,brahm,,92671
20318757,20318757.03,1027.03,,,,,,,,PC,,10.2103,0.006,167.133275,-29.653135,-87.554,0.073,12.992,0.057,2458549.224,0.006,5.009,0,1.12,0.29,1.111,0.202,1023,186,,,56.3449,0.13245,4272,122.699,4.59877,0.108135,0.680275,0.0608191,"new CTOI, 3rd planet in TOI-1027 system",2021-11-09,wilson,,101647
20320305,20320305.01,,,,,,,,,PC,,9.1092,0.006,167.099514,-26.154907,44.63,0.057,-84.559,0.048,2458519.725,,0.944,,,,1.521,,1400,,,,51.7527,0.09995,4992,147.253,4.63395,0.102218,0.727107,0.0550151,DTARPS 022 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
20346619,20346619.01,,,,,,,,,PC,,12.0439,0.011,283.748644,30.422891,4.828,0.033,3.752,0.04,2458682.899,0.008,3.624,0,0.104,0.012,1.354,,1246,,7,0.457,662.554,11.083,6075,139.949,3.98041,0.0825099,1.80834,0.0890528,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420899
20424851,20424851.01,,,,,,,,,PC,,14.0142,0.007,168.163495,-27.362981,25.667,0.099,-18.103,0.078,2458495.287,,0.97,,,,6.534,,6000,,,,233.072,3.423,3704,157,4.64068,0.0119333,0.612504,0.0190475,DTARPS 023 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
20579360,20579360.01,2532.01,,,,,,,,PC,,12.646,0.007,201.167653,-19.89616,-41.186,0.047,14.5,0.04,2458575.42,0.003,8.357,0.002,,,,,,,,,363.49,3.981,5560,130.95,4.54242,0.0820247,0.877884,0.0463015,WINE warm/hot jupiter candidate,2020-12-21,brahm,,92693
20823655,20823655.01,,,,,,,,,PC,,11.5755,0.007,284.816673,35.472411,1.658,0.036,-3.176,0.04,2458680.007,0.01,6.014,0,0.223,0.029,1.183,,1089,,6.484,2.788,599.094,8.785,6333,136.376,4.02691,0.0893175,1.79487,0.0878517,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420952
21269575,21269575.01,,,,,,,,,PC,,11.7765,0.007,103.150107,39.008973,4.348,0.056,-4.592,0.05,2458838.556,0.006,4.901,0.002,0.134,0.014,1.323,,1218,,4.8,0.307,481.716,7.5265,6398,124.725,4.29641,0.0879071,1.33179,0.0620729,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421002
21279791,21279791.01,2582.01,,,,,,,,PC,,12.4848,0.006,277.291791,48.059938,10.728,2.091,-5.479,2.092,2458685.697,,3.018,,3.232,,7.899,,7249.3,,9.844,,348.135,,5238,,,,0.930079,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,93943
21439718,21439718.01,,,,,,,,,PC,,11.9225,0.007,135.000681,41.577611,-7.578,0.055,-20.095,0.042,2458869.785,0.008,1.288,0.001,0.109,0.013,0.794,,731,,5.654,1.109,684.126,18.2,5934.39,134.1,3.88657,0.0822494,1.96093,0.106452,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421039
21618487,21618487.01,,,,,,,,,PC,,11.8472,0.006,86.731319,-39.70154,-10.858,0.15,12.187,0.154,2458469.058,,3.589,,,,1.63,,1500,,,,183.28,2.7225,4553,122.437,4.37093,0.0990018,0.916717,0.071804,DTARPS 024 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
21639186,21639186.01,,,,,,,,,PC,,9.9986,0.006,180.385683,-44.14768,-22.1,0.049,69.744,0.032,2458574.869,,4.731,,,,4.025,,3700,,,,90.9928,0.3374,5294,123.756,4.64045,0.0847581,0.755669,0.0424071,DTARPS 025 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
21720215,21720215.01,,,,,,,,,PC,,9.90787,0.006,256.054062,31.565369,17.565,0.034,-25.013,0.038,2458981.483,0.006,2.275,0.001,0.079,0.007,1.129,,1039,,7.184,0.487,201.532,0.8875,6320,115.878,4.30855,0.0846899,1.29573,0.0538191,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420905
21961030,21961030.01,,,,,,,,,PC,,7.6728,0.006,257.800443,30.956509,5.383,0.047,50.537,0.048,2458975.102,0.04,8.927,0.012,0.201,0.021,0.25,,230,,2.161,0.3,81.2078,0.1897,6683.78,124.12,4.35534,0.0879978,1.30609,0.0558542,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420903
22142764,22142764.01,,,,,,,,,PC,,12.3122,0.008,148.645752,-28.872823,-15.666,0.058,12.468,0.053,2458469.016,,4.004,,,,3.262,,3000,,,,472.551,6.642,5918.93,107.775,4.3422,0.0722156,1.16051,0.0532764,DTARPS 026 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
