TIC,CTOI,Period (exofop),Period (TEV),Notes
233126177.0,233126177.01,nan,nan,nan
233190203.0,233190203.01,nan,nan,nan
233267414.0,233267414.01,nan,nan,nan
233511804.0,233511804.01,nan,nan,nan
233733562.0,233733562.01,nan,nan,nan
234037942.0,234037942.01,nan,nan,nan
234117841.0,234117841.01,nan,nan,nan
235903203.0,235903203.01,nan,nan,nan
236529353.0,236529353.01,nan,nan,nan
236815262.0,236815262.01,nan,nan,nan
238605434.0,238605434.01,nan,nan,nan
240855518.0,240855518.01,nan,nan,nan
241249530.0,241249530.01,nan,nan,nan
242241304.0,242241304.01,nan,nan,nan
246976997.0,246976997.01,nan,nan,nan
247160131.0,247160131.01,nan,nan,nan
248957032.0,248957032.01,nan,nan,nan
248959076.0,248959076.01,nan,nan,nan
248960573.0,248960573.01,nan,nan,nan
250650880.0,250650880.01,nan,nan,nan
251090642.0,251090642.01,nan,nan,nan
251494772.0,251494772.01,nan,nan,nan
251975224.0,251975224.01,nan,nan,nan
252753599.0,252753599.01,nan,nan,nan
252939798.0,252939798.01,nan,nan,nan
256160376.0,256160376.01,nan,nan,nan
256516208.0,256516208.01,nan,nan,nan
257300241.0,257300241.01,nan,nan,nan
257430997.0,257430997.01,nan,nan,nan
257554718.0,257554718.01,nan,nan,nan
257803459.0,257803459.01,nan,nan,nan
258799245.0,258799245.01,nan,nan,nan
260167199.0,260167199.01,nan,nan,nan
260703820.0,260703820.01,nan,nan,nan
nan,261136000.01,nan,nan,nan
262725099.0,262725099.01,nan,nan,nan
264333501.0,264333501.01,nan,nan,nan
267034895.0,267034895.01,nan,nan,nan
267217069.0,267217069.01,nan,nan,nan
267661228.0,267661228.01,nan,nan,nan
268125683.0,268125683.01,nan,nan,nan
269033446.0,269033446.01,nan,nan,nan
269519402.0,269519402.01,nan,nan,nan
270022396.0,270022396.01,nan,nan,nan
270260727.0,270260727.01,nan,nan,nan
270618239.0,270618239.01,nan,nan,nan
270920839.0,270920839.01,nan,nan,nan
271443321.0,271443321.01,nan,nan,nan
275703185.0,275703185.01,nan,nan,nan
276915898.0,276915898.01,nan,nan,nan
278341415.0,278341415.01,nan,nan,nan
280692653.0,280692653.01,nan,nan,nan
283786459.0,283786459.01,nan,nan,nan
284124227.0,284124227.01,nan,nan,nan
284567761.0,284567761.01,nan,nan,nan
284570702.0,284570702.01,nan,nan,nan
284679244.0,284679244.01,nan,nan,nan
285249796.0,285249796.01,nan,nan,nan
286097964.0,286097964.01,nan,nan,nan
nan,287959034.01,nan,nan,nan
288405412.0,288405412.01,nan,nan,nan
289718679.0,289718679.01,nan,nan,nan
289947860.0,289947860.01,nan,nan,nan
290686569.0,290686569.01,nan,nan,nan
293991511.0,293991511.01,nan,nan,nan
298292983.0,298292983.01,nan,nan,nan
306449303.0,306449303.01,nan,nan,nan
306931668.0,306931668.01,nan,nan,nan
310155291.0,310155291.01,nan,nan,nan
311233661.0,311233661.01,nan,nan,nan
312543349.0,312543349.01,nan,nan,nan
316246231.0,316246231.01,nan,nan,nan
320261550.0,320261550.01,nan,nan,nan
320687387.0,320687387.01,nan,nan,nan
nan,323283992.01,nan,nan,nan
323717669.0,323717669.01,nan,nan,nan
324609409.0,324609409.01,nan,nan,nan
325685403.0,325685403.01,nan,nan,nan
326397318.0,326397318.01,nan,nan,nan
326483210.0,326483210.01,nan,nan,nan
332258412.0,332258412.01,nan,nan,nan
333792947.0,333792947.01,nan,nan,nan
334949878.0,334949878.01,nan,nan,nan
335684494.0,335684494.01,nan,nan,nan
336892053.0,336892053.01,nan,nan,nan
339368119.0,339368119.01,nan,nan,nan
344713453.0,344713453.01,nan,nan,nan
345327044.0,345327044.01,nan,nan,nan
nan,347332255.03,nan,nan,nan
nan,347332255.04,nan,nan,nan
348608380.0,348608380.01,nan,nan,nan
349813029.0,349813029.01,nan,nan,nan
350274116.0,350274116.01,nan,nan,nan
350517548.0,350517548.01,nan,nan,nan
355881602.0,355881602.01,nan,nan,nan
356868485.0,356868485.01,nan,nan,nan
356973763.0,356973763.01,nan,nan,nan
357033670.0,357033670.01,nan,nan,nan
357094314.0,357094314.01,nan,nan,nan
357786383.0,357786383.01,nan,nan,nan
358086041.0,358086041.01,nan,nan,nan
358658763.0,358658763.01,nan,nan,nan
359046756.0,359046756.01,nan,nan,nan
359338693.0,359338693.01,nan,nan,nan
359805399.0,359805399.01,nan,nan,nan
365007485.0,365007485.01,nan,nan,nan
366810260.0,366810260.01,nan,nan,nan
nan,367461419.01,nan,nan,nan
368251043.0,368251043.01,nan,nan,nan
nan,368803791.01,nan,nan,nan
369476686.0,369476686.01,nan,nan,nan
371596256.0,371596256.01,nan,nan,nan
373136570.0,373136570.01,nan,nan,nan
373674579.0,373674579.01,nan,nan,nan
376116071.0,376116071.01,nan,nan,nan
376457352.0,376457352.01,nan,nan,nan
376537276.0,376537276.01,nan,nan,nan
376973804.0,376973804.01,nan,nan,nan
377020459.0,377020459.01,nan,nan,nan
377619148.0,377619148.01,nan,nan,nan
379376771.0,379376771.01,nan,nan,nan
380884709.0,380884709.01,nan,nan,nan
384882500.0,384882500.01,nan,nan,nan
385636103.0,385636103.01,nan,nan,nan
386729525.0,386729525.01,nan,nan,nan
388431740.0,388431740.01,nan,nan,nan
388431742.0,388431742.01,nan,nan,nan
388803989.0,388803989.01,nan,nan,nan
389041242.0,389041242.01,nan,nan,nan
390045892.0,390045892.01,nan,nan,nan
393565707.0,393565707.01,nan,nan,nan
397483270.0,397483270.01,nan,nan,nan
397487633.0,397487633.01,nan,nan,nan
397678193.0,397678193.01,nan,nan,nan
397762695.0,397762695.01,nan,nan,nan
399105267.0,399105267.01,nan,nan,nan
400048856.0,400048856.01,nan,nan,nan
400351578.0,400351578.01,nan,nan,nan
401617111.0,401617111.01,nan,nan,nan
408094816.0,408094816.01,nan,nan,nan
408254149.0,408254149.01,nan,nan,nan
408358709.0,408358709.01,nan,nan,nan
415732733.0,415732733.01,nan,nan,nan
417058223.0,417058223.01,nan,nan,nan
420015743.0,420015743.01,nan,nan,nan
421331604.0,421331604.01,nan,nan,nan
421630760.0,421630760.01,nan,nan,nan
422082582.0,422082582.01,nan,nan,nan
422484720.0,422484720.01,nan,nan,nan
423360793.0,423360793.01,nan,nan,nan
426317111.0,426317111.01,nan,nan,nan
427943483.0,427943483.01,nan,nan,nan
428976250.0,428976250.01,nan,nan,nan
431206812.0,431206812.01,nan,nan,nan
434105091.0,434105091.01,nan,nan,nan
434217306.0,434217306.01,nan,nan,nan
435904852.0,435904852.01,nan,nan,nan
441017467.0,441017467.01,nan,nan,nan
441056242.0,441056242.01,nan,nan,nan
441199415.0,441199415.01,nan,nan,nan
441546821.0,441546821.01,nan,nan,nan
441705792.0,441705792.01,nan,nan,nan
441710478.0,441710478.01,nan,nan,nan
441808796.0,441808796.01,nan,nan,nan
443994883.0,443994883.01,nan,nan,nan
444898583.0,444898583.01,nan,nan,nan
445260697.0,445260697.01,nan,nan,nan
445717008.0,445717008.01,nan,nan,nan
446044800.0,446044800.01,nan,nan,nan
452523977.0,452523977.01,nan,nan,nan
453029782.0,453029782.01,nan,nan,nan
453444539.0,453444539.01,nan,nan,nan
455854202.0,455854202.01,nan,nan,nan
457134361.0,457134361.01,nan,nan,nan
458382304.0,458382304.01,nan,nan,nan
458419988.0,458419988.01,nan,nan,nan
468401583.0,468401583.01,nan,nan,nan
468888472.0,468888472.01,nan,nan,nan
468910725.0,468910725.01,nan,nan,nan
470981906.0,470981906.01,nan,nan,nan
602870459.0,602870459.01,nan,nan,nan
645455722.0,645455722.01,nan,nan,nan
645713782.0,645713782.01,nan,nan,nan
668459662.0,668459662.01,nan,nan,nan
841384851.0,841384851.01,nan,nan,nan
1961935435.0,1961935435.01,nan,nan,nan
2015243161.0,2015243161.01,nan,nan,nan
