TIC,CTOI,Period (exofop),Period (TEV),Transit Epoch (BJD),Notes
326483210.0,326483210.01,,,2458741.329,"new CTOI likely member of FSR 0342, PATHOS-66 in Nardiello et al. (2021)"
170361401.0,170361401.01,1.094,1.0946,,"new CTOI, Montalto et al. (2020)"
120199940.0,120199940.01,,,2458492.224,DTARPS 134 in Melton+  arXiv:2302.06724
33989652.0,33989652.01,6.194,6.1891,,"new CTOI, Montalto et al. (2020)"
356642879.0,356642879.01,,,2458815.736,"new CTOI, Montalto (2022)"
67047661.0,67047661.01,,,,
311532610.0,311532610.01,,,2458624.132,"new CTOI, Montalto (2022)"
154927098.0,154927098.01,,,2458684.073,From 5 Cycle 2 SPOC sectors; slightly V-shaped
470247230.0,470247230.01,,,2458949.912,"new CTOI, Montalto (2022)"
287231788.0,287231788.01,,,2458870.032,"new CTOI, Montalto (2022)"
309234923.0,309234923.01,,,2458789.251,"new CTOI, Montalto (2022)"
440957227.0,440957227.01,,,2458603.012,DTARPS 447 in Melton+  arXiv:2302.06724
289584752.0,289584752.01,,,2458815.747,"new CTOI, Montalto (2022)"
326397318.0,326397318.01,,,,
26880046.0,26880046.01,,,2458683.437,"new CTOI, Montalto (2022)"
317015040.0,317015040.01,,,2459867.783,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
332258412.0,332258412.01,,,2458794.905,"new CTOI likely member of NGC 457, PATHOS-67 in Nardiello et al. (2021)"
116756420.0,116756420.01,,,2458792.18,All info obtained using the lightKurve framework
254287410.0,254287410.01,,,2458354.361,manual ELEANOR search Tom Kaye
377020459.0,377020459.01,,,,
35485915.0,35485915.01,,,2458465.94,"new CTOI, Montalto (2022)"
394340319.0,394340319.01,3.037,3.038975,,V-shaped; depth-aperture
176689244.0,176689244.01,,,2458548.245,DTARPS 198 in Melton+  arXiv:2302.06724
101569362.0,101569362.01,,,2458844.11,"Camera 1, CCD 3, Column 2067, Row 121, Sector 20"
991806.0,991806.01,,,2458539.301,"new CTOI, Montalto (2022)"
165881460.0,165881460.01,,,2458355.077,"new CTOI, Montalto (2022)"
310355207.0,310355207.01,4.575,,,No report on TEV
402851922.0,402851922.01,,,2458544.971,DTARPS 419 in Melton+  arXiv:2302.06724
327189231.0,327189231.01,,,2458763.101,"new CTOI, Montalto (2022)"
378421253.0,378421253.01,0.751,,,CDIPS report; variability
68665559.0,68665559.01,,,2459009.783,"new CTOI, Montalto (2022)"
769986.0,769986.01,,,2458437.747,"new CTOI, Montalto (2022)"
453097786.0,453097786.01,,,2458328.095,DTARPS 451 in Melton+  arXiv:2302.06724
119241628.0,119241628.01,,,2458468.132,"new CTOI, Montalto (2022)"
309133240.0,309133240.01,,,2458788.58,"new CTOI, Montalto (2022)"
212380077.0,212380077.01,,,2458396.61,"camera 1, ccd 2, column 1516, row 1297, sector 3"
264979636.0,264979636.02,,,2458493.691,s2n=6.5; near a 5:2 resonance with TOI-518.01
349904891.0,349904891.01,,,2458324.964,"new CTOI, Montalto (2022)"
357033670.0,357033670.01,,,2458783.975,single transit event from the TSTPC working group
306580215.0,306580215.01,,,2458571.224,DTARPS 343 in Melton+  arXiv:2302.06724
99834321.0,99834321.01,,,2459584.39,Nguyen et al. (2022)
334901244.0,334901244.01,,,2458982.693,"new CTOI, Montalto (2022)"
391539041.0,391539041.01,,,2458812.752,"new CTOI, Montalto (2022)"
236817949.0,236817949.01,0.63,,,14 sigma odd even
293991511.0,293991511.01,,,2458470.09,"Camera 1, CCD 4, Column 1402, Row 243, Sector 6"
350274116.0,350274116.01,,,2458343.8,Found with our in-house single transit finder
389854818.0,389854818.01,,,2458895.751,"new CTOI, Montalto (2022)"
147852475.0,147852475.01,3.917,,,"No report on TEV; new CTOI, Montalto et al. (2020)"
45357107.0,45357107.01,2.177,,,"No report on TEV; new CTOI, Montalto et al. (2020)"
139403953.0,139403953.01,,,2458790.443,"new CTOI, Montalto (2022)"
16842739.0,16842739.01,,,2458683.175,"new CTOI, Montalto (2022)"
357044866.0,357044866.01,,,2458671.441,"new CTOI, Montalto (2022)"
62917964.0,62917964.01,,,2458682.05,"new CTOI, Montalto (2022)"
302040469.0,302040469.01,,,2460014.465,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
259319882.0,259319882.01,,,2458383.732,"new CTOI, Montalto (2022)"
300116105.0,300116105.01,,,2458467.619,"new CTOI, Montalto et al. (2020)"
314829796.0,314829796.01,1.467,1.466453,,"new CTOI, Montalto et al. (2020)"
376258038.0,376258038.01,,,2458789.885,"new CTOI, Montalto (2022)"
345045396.0,345045396.01,,,2458764.15,"new CTOI, Montalto (2022)"
381477001.0,381477001.01,,,2458764.466,"new CTOI, Montalto (2022)"
419517627.0,419517627.01,,,2458710.732,"new CTOI, Montalto (2022)"
462648313.0,462648313.01,,,2458982.197,"new CTOI, Montalto (2022)"
167671392.0,167671392.01,,,2458441.306,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
249950761.0,249950761.01,,,2458789.066,"new CTOI, Montalto (2022)"
290403522.0,290403522.01,,,2458346.564,"Warm Jupiter candidate around rapid rotator, expected high eccentricity given the transit duration and stellar density"
402992891.0,402992891.01,,,2459834.594,PHT candidate.
422650433.0,422650433.01,1.29,,,"No TEV report; Camera 1, CCD 4, Column 1786, Row 255, Sector 4"
327712163.0,327712163.01,,,2458325.557,DTARPS 368 in Melton+  arXiv:2302.06724
355828331.0,355828331.01,,,2458681.694,"new CTOI, Montalto (2022)"
198589475.0,198589475.01,,,2458679.674,"new CTOI, Montalto (2022)"
142583775.0,142583775.01,,,2458680.822,"new CTOI, Montalto (2022)"
159185219.0,159185219.01,,,2458929.485,"new CTOI, Montalto (2022)"
219471945.0,219471945.01,,,2458953.189,"new CTOI, Montalto (2022)"
347044473.0,347044473.01,,,2458813.533,"new CTOI, Montalto (2022)"
9729503.0,9729503.01,,,2458979.212,"new CTOI, Montalto (2022)"
461157517.0,461157517.01,,,2460017.875,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
155877220.0,155877220.01,,,2458710.829,"new CTOI, Montalto (2022)"
63548665.0,63548665.01,,,2458680.734,"new CTOI, Montalto (2022)"
112987554.0,112987554.01,,,2458657.066,"new CTOI, Montalto (2022)"
220568520.0,220568520.01,,,2458337.723,DTARPS 237 in Melton+  arXiv:2302.06724
274804678.0,274804678.01,,,2458785.231,"new CTOI, Montalto (2022)"
25472026.0,25472026.01,,,2458761.955,"new CTOI, Montalto (2022)"
271369421.0,271369421.01,,,2458507.251,Found with our in-house single transit finder
219987067.0,219987067.01,,,2458354.118,"new CTOI, Montalto (2022)"
417830114.0,417830114.01,,,2458676.223,"new CTOI, Montalto (2022)"
317451641.0,317451641.01,,,2458816.017,"new CTOI, Montalto (2022)"
219771660.0,219771660.01,,,2459702.412,Found with our in-house single transit finder; Sector 51; v-shaped
289382659.0,289382659.01,,,2458813.655,"new CTOI, Montalto (2022)"
384609312.0,384609312.01,,,2458355.576,DTARPS 403 in Melton+  arXiv:2302.06724
429417637.0,429417637.01,,,2458709.629,"new CTOI, Montalto (2022)"
318692558.0,318692558.01,,,2458326.412,DTARPS 359 in Melton+  arXiv:2302.06724
466930780.0,466930780.01,,,2459798.395,Single transit. Event at 2811.92 is a background event.
143858329.0,143858329.01,,,2458571.746,DTARPS 160 in Melton+  arXiv:2302.06724
219893931.0,219893931.01,,,2458680.089,"new CTOI, Montalto (2022)"
331644554.0,331644554.01,0.0,,,No report
82550215.0,82550215.01,,,2459712.686,Found with our in-house single transit finder; Sector 51
47757785.0,47757785.01,,,2458702.2,"New CTOI, multiple periodic dips in 4 different observation periods over a 1000 days in TESS observations"
231945429.0,231945429.01,30.462,,,"No report on TEV; new CTOI, Montalto et al. (2020)"
17141821.0,17141821.01,,,2458870.407,"new CTOI, Montalto (2022)"
239120068.0,239120068.01,,,2458842.239,"new CTOI, Montalto (2022)"
101624192.0,101624192.01,,,2458898.612,"new CTOI, Montalto (2022)"
147426828.0,147426828.01,,,2458492.845,"new CTOI likely member of NGC 2318     , PATHOS-13 in Nardiello et al. (2020)"
22142764.0,22142764.01,,,2458469.016,DTARPS 026 in Melton+  arXiv:2302.06724
198384864.0,198384864.01,,,2458846.585,PHT candidate.
141866704.0,141866704.01,,,2459037.281,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
284300833.0,284300833.01,,,2458955.511,"new CTOI, Montalto (2022)"
48622170.0,48622170.01,,,2458465.882,"new CTOI, Montalto (2022)"
408678680.0,408678680.01,,,2458814.546,"new CTOI, Montalto (2022)"
377169726.0,377169726.01,,,2458929.425,"new CTOI, Montalto (2022)"
231930852.0,231930852.01,,,2458493.64,DTARPS 248 in Melton+  arXiv:2302.06724
316340057.0,316340057.01,,,,Found with our in-house single transit finder; Sector 13
77490011.0,77490011.01,,,2458788.699,"new CTOI, Montalto (2022)"
450210844.0,450210844.01,,,2458815.666,"new CTOI, Montalto (2022)"
152226055.0,152226055.01,,,2458325.145,"new CTOI, Montalto et al. (2020)"
3900859.0,3900859.01,,,2458899.012,"new CTOI, Montalto (2022)"
369395383.0,369395383.01,,,2458330.323,DTARPS 393 in Melton+  arXiv:2302.06724
283224968.0,283224968.01,,,2458709.48,"new CTOI, Montalto (2022)"
230980945.0,230980945.01,,,2458354.37,"new CTOI, Montalto (2022)"
354834460.0,354834460.01,,,2458789.72,"new CTOI, Montalto (2022)"
432110782.0,432110782.01,,,2458815.509,"new CTOI, Montalto (2022)"
144995073.0,144995073.01,,,2458518.823,"new CTOI likely member of NGC 2669     , PATHOS-11 in Nardiello et al. (2020)"
245426095.0,245426095.01,,,2458790.585,"new CTOI, Montalto (2022)"
59280552.0,59280552.01,,,2458494.058,DTARPS 075 in Melton+  arXiv:2302.06724
300448520.0,300448520.01,,,2458659.162,DTARPS 333 in Melton+  arXiv:2302.06724
29989691.0,29989691.01,7.195,,,Corrected transit depth of 214.7 (+/-7.6) ppm; Marginal PC; within southern Continuous Viewing Zone
422448310.0,422448310.01,,,2458588.03,All data obtained using the LightKurve framework
13870815.0,13870815.01,,,2458682.487,"new CTOI, Montalto (2022)"
311242780.0,311242780.01,,,2458626.369,DTARPS 353 in Melton+  arXiv:2302.06724
444041825.0,444041825.01,,,2459239.662,Found with our in-house single transit finder
22203201.0,22203201.01,,,2459009.635,"new CTOI, Montalto (2022)"
39828389.0,39828389.01,,,2458951.418,"new CTOI, Montalto (2022)"
300142607.0,300142607.01,,,2458469.618,DTARPS 331 in Melton+  arXiv:2302.06724
455144819.0,455144819.01,,,2459970.196,Found with LcTools
461651566.0,461651566.01,,,2458840.899,"new CTOI, Montalto (2022)"
462516465.0,462516465.01,,,2458840.38,"new CTOI, Montalto (2022)"
241071389.0,241071389.01,,,2458790.572,"new CTOI, Montalto (2022)"
31054255.0,31054255.01,,,2458439.304,"new CTOI, Montalto (2022)"
445077088.0,445077088.01,,,2458919.571,"new CTOI, Montalto (2022)"
163962539.0,163962539.01,,,2458711.019,"new CTOI, Montalto (2022)"
234895083.0,234895083.01,,,2458468.268,"new CTOI, Montalto (2022)"
383510040.0,383510040.01,5.91,,,All data obtained using the lightkurve framework
270204383.0,270204383.01,,,2458323.255,"new CTOI, Montalto (2022)"
394579699.0,394579699.01,,,2458323.922,"new CTOI, Montalto (2022)"
230016502.0,230016502.01,2.961,,,42 Re; V-shaped; slight odd-even
461201151.0,461201151.01,,,2458570.18,"new CTOI, Montalto (2022)"
92447866.0,92447866.01,,,2458325.705,"new CTOI, Montalto (2022)"
79212406.0,79212406.01,,,2458469.266,DTARPS 100 in Melton+  arXiv:2302.06724
141584976.0,141584976.01,,,2458815.721,"new CTOI, Montalto (2022)"
383482813.0,383482813.01,,,2458625.016,"new CTOI, Montalto (2022)"
383755895.0,383755895.01,,,2458682.904,"new CTOI, Montalto (2022)"
231948825.0,231948825.01,,,2458493.348,DTARPS 249 in Melton+  arXiv:2302.06724
71133316.0,71133316.01,,,2458444.879,DTARPS 091 in Melton+  arXiv:2302.06724
25923058.0,25923058.01,,,2458761.592,"new CTOI, Montalto (2022)"
47762924.0,47762924.01,,,2458682.699,"new CTOI, Montalto (2022)"
280614628.0,280614628.01,,,2458492.3,DTARPS 306 in Melton+  arXiv:2302.06724
389078639.0,389078639.01,,,2458321.739,"new CTOI, Montalto (2022)"
307788096.0,307788096.01,,,2458384.285,DTARPS 348 in Melton+  arXiv:2302.06724
71488258.0,71488258.01,,,2459989.418,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
99989903.0,99989903.01,,,2458683.213,"new CTOI, Montalto (2022)"
285671982.0,285671982.01,,,2458786.027,"new CTOI, Montalto (2022)"
11835032.0,11835032.01,,,2458837.209,"new CTOI, Montalto (2022)"
418036300.0,418036300.01,,,2459715.069,PHT candidate. Single transit event.
97472236.0,97472236.01,,,2458898.867,"new CTOI, Montalto (2022)"
289910047.0,289910047.01,,,2458815.183,"new CTOI, Montalto (2022)"
407851964.0,407851964.01,,,2458738.374,"new CTOI, Montalto (2022)"
10934226.0,10934226.01,4.803,,,"No report on TEV; new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
148835042.0,148835042.01,,,2458954.402,"new CTOI, Montalto (2022)"
85485452.0,85485452.01,,,2458784.098,"new CTOI, Montalto (2022)"
271971130.0,271971130.02,,,2459007.988,Candidate found using Sherlockpipe - reported in the discovery paper for TOI-715 b
284188533.0,284188533.01,,,2459727.798,Candidate from the XESP working group. Period may be half or 1/4. Details at: http://xjltp.china-vo.org/xesp.html
95111024.0,95111024.01,,,2458493.099,DTARPS 108 in Melton+  arXiv:2302.06724
372136783.0,372136783.01,,,2458737.326,"new CTOI, Montalto (2022)"
214977922.0,214977922.01,,,2458623.937,"new CTOI, Montalto (2022)"
419091401.0,419091401.01,12.707,,,"new CTOI likely member of Ruprecht 48  , PATHOS-27 in Nardiello et al. (2020)"
38813184.0,38813184.01,,,2458329.755,DTARPS 051 in Melton+  arXiv:2302.06724
163078563.0,163078563.01,,,2458494.057,DTARPS 186 in Melton+  arXiv:2302.06724
30275861.0,30275861.01,,,2459036.731,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
402111634.0,402111634.01,,,2458616.146,"new CTOI, Montalto (2022)"
418695901.0,418695901.01,,,2458702.123,"new CTOI, Montalto (2022)"
397487633.0,397487633.01,,,2459661.752,Found with our in-house single transit finder; Sector 49
274948663.0,274948663.01,,,2458780.078,"new CTOI, Montalto (2022)"
418083937.0,418083937.01,,,2458789.903,"new CTOI, Montalto (2022)"
156138731.0,156138731.01,,,2459744.695,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
126982911.0,126982911.01,,,2459450.207,ctoi from Tess-Spoc Sec 42-43 - Vetting attached (Triceratops)
344552721.0,344552721.01,,,2458652.953,"new CTOI, Montalto (2022)"
369474541.0,369474541.01,,,2459451.456,"new ctoi from Sectors 42,43 SPOC FFIs; Vetting attached"
355957709.0,355957709.01,,,2458977.308,"new CTOI, Montalto (2022)"
99652177.0,99652177.01,,,2458842.282,"new CTOI, Montalto (2022)"
409883914.0,409883914.01,,,2458636.825,"new CTOI, Montalto (2022)"
286835453.0,286835453.01,,,2458840.981,"new CTOI, Montalto (2022)"
55999432.0,55999432.01,,,2458439.116,DTARPS 074 in Melton+  arXiv:2302.06724
259409575.0,259409575.01,,,2458383.116,"new CTOI, Montalto (2022)"
357183567.0,357183567.01,,,2458678.932,"new CTOI, Montalto (2022)"
159348593.0,159348593.01,,,2458981.524,"new CTOI, Montalto (2022)"
272636742.0,272636742.01,,,2458669.832,"new CTOI, Montalto (2022)"
366074071.0,366074071.01,,,2459884.492,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
265337761.0,265337761.01,,,2458649.894,"new CTOI, Montalto (2022)"
186623513.0,186623513.01,,,2458790.078,"new CTOI, Montalto (2022)"
444977814.0,444977814.01,,,2459589.278,New ctoi from sec 47 Tess-Spoc - Attached Triceratops vetting (FPP=0.017)
449925672.0,449925672.01,,,2458815.721,"new CTOI, Montalto (2022)"
68489030.0,68489030.01,,,2458679.506,"new CTOI, Montalto (2022)"
120232321.0,120232321.01,3.62,,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
200505458.0,200505458.01,,,2458735.786,"new CTOI, Montalto (2022)"
429286485.0,429286485.01,,,2458357.115,DTARPS 435 in Melton+  arXiv:2302.06724
229802011.0,229802011.01,,,2458327.571,DTARPS 241 in Melton+  arXiv:2302.06724
351801055.0,351801055.01,,,2458675.728,"new CTOI, Montalto (2022)"
328814508.0,328814508.01,,,2458815.71,"new CTOI, Montalto (2022)"
738065944.0,738065944.01,7.755,,,"No report on TEV; new CTOI, Montalto et al. (2020)"
7559164.0,7559164.01,,,2458489.838,"new CTOI, Montalto (2022)"
72931000.0,72931000.01,,,2458569.478,"new CTOI, Montalto (2022)"
288982337.0,288982337.01,,,2458842.096,"new CTOI, Montalto (2022)"
82407001.0,82407001.01,,,2458954.021,"new CTOI, Montalto (2022)"
392715556.0,392715556.01,,,2458814.469,"new CTOI, Montalto (2022)"
66439168.0,66439168.01,,,2458361.507,manual ELEANOR search Tom Kaye
153936502.0,153936502.01,,,2458681.247,"new CTOI, Montalto (2022)"
84990650.0,84990650.01,,,2458815.965,"new CTOI, Montalto (2022)"
285468374.0,285468374.01,,,2458787.633,"new CTOI, Montalto (2022)"
242657938.0,242657938.01,,,2458764.239,"new CTOI, Montalto (2022)"
309902656.0,309902656.01,,,2458326.87,DTARPS 351 in Melton+  arXiv:2302.06724
284801448.0,284801448.01,,,2458683.022,"new CTOI, Montalto (2022)"
393785071.0,393785071.01,,,2458981.97,"new CTOI, Montalto (2022)"
356683700.0,356683700.01,,,2458673.803,"new CTOI, Montalto (2022)"
307952444.0,307952444.01,,,2458870.428,"new CTOI, Montalto (2022)"
95927079.0,95927079.01,,,2458897.763,"new CTOI, Montalto (2022)"
57193196.0,57193196.01,,,2458955.245,"new CTOI, Montalto (2022)"
129711632.0,129711632.01,,,2458324.978,"new CTOI, Montalto (2022)"
34196883.0,34196883.01,,,2458468.641,DTARPS 041 in Melton+  arXiv:2302.06724
190217431.0,190217431.01,,,2458840.388,"new CTOI, Montalto (2022)"
246974219.0,246974219.01,,,2458789.776,"new CTOI, Montalto (2022)"
148043270.0,148043270.01,,,2458468.209,"new CTOI, Montalto (2022)"
193883106.0,193883106.01,,,2458982.102,"new CTOI, Montalto (2022)"
206599822.0,206599822.01,,,2458494.661,DTARPS 219 in Melton+  arXiv:2302.06724
393800976.0,393800976.01,,,2458899.145,"new CTOI, Montalto (2022)"
111750317.0,111750317.01,,,2458470.536,DTARPS 124 in Melton+  arXiv:2302.06724
1922426635.0,1922426635.01,,,2458653.618,"new CTOI, Montalto (2022)"
190995146.0,190995146.01,,,2458764.258,"new CTOI, Montalto (2022)"
158445734.0,158445734.01,,,2459608.357,Nguyen et al. (2022)
426756103.0,426756103.01,,,2458815.894,"new CTOI, Montalto (2022)"
382521776.0,382521776.01,,,2458358.257,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
150951108.0,150951108.01,,,2458762.029,"new CTOI, Montalto (2022)"
356307721.0,356307721.01,,,2458672.244,"new CTOI, Montalto (2022)"
161046860.0,161046860.01,,,2458737.088,"new CTOI, Montalto (2022)"
154511099.0,154511099.01,,,2458675.405,"new CTOI, Montalto (2022)"
461676679.0,461676679.01,,,2458841.285,"new CTOI, Montalto (2022)"
103321203.0,103321203.01,,,2458470.265,DTARPS 122 in Melton+  arXiv:2302.06724
200093838.0,200093838.01,,,2458467.677,"new CTOI, Montalto (2022)"
232612421.0,232612421.01,4.361,4.36,,Centroid offset on another star
235713297.0,235713297.01,,,2458671.173,"new CTOI, Montalto (2022)"
121158392.0,121158392.01,,,2458412.838,"new CTOI, Montalto (2022)"
386066628.0,386066628.01,,,2458493.286,DTARPS 404 in Melton+  arXiv:2302.06724
259612303.0,259612303.01,,,2458812.839,"new CTOI, Montalto (2022)"
76042621.0,76042621.01,,,2459009.405,"new CTOI, Montalto (2022)"
317860392.0,317860392.01,,,2458493.37,DTARPS 358 in Melton+  arXiv:2302.06724
398382775.0,398382775.01,,,2458619.52,"new CTOI, Montalto (2022)"
66532202.0,66532202.01,,,2458467.868,"new CTOI, Montalto (2022)"
63322050.0,63322050.01,,,2458709.642,"new CTOI, Montalto (2022)"
16999099.0,16999099.01,,,2458955.064,"new CTOI, Montalto (2022)"
239655463.0,239655463.01,,,2458736.677,"new CTOI, Montalto (2022)"
306303056.0,306303056.01,,,2458842.293,"new CTOI, Montalto (2022)"
68216297.0,68216297.01,,,2458842.272,"new CTOI, Montalto (2022)"
153067709.0,153067709.01,,,2458495.89,DTARPS 177 in Melton+  arXiv:2302.06724
351202190.0,351202190.01,,,2458710.923,"new CTOI, Montalto (2022)"
252913663.0,252913663.01,,,2458840.396,"new CTOI, Montalto (2022)"
260366403.0,260366403.01,,,2458812.312,"new CTOI, Montalto (2022)"
456261187.0,456261187.01,,,2458841.095,"new CTOI, Montalto (2022)"
101219991.0,101219991.01,,,2458789.421,"new CTOI, Montalto (2022)"
409056122.0,409056122.01,,,2458804.861,"new CTOI, Montalto (2022)"
836308178.0,836308178.01,,,2458517.218,"new CTOI, Montalto (2022)"
102951242.0,102951242.01,,,2458816.041,"new CTOI, Montalto (2022)"
21639186.0,21639186.01,,,2458574.869,DTARPS 025 in Melton+  arXiv:2302.06724
417136990.0,417136990.01,,,2458912.008,"new CTOI, Montalto (2022)"
219466580.0,219466580.01,,,2458660.922,"new CTOI, Montalto (2022)"
274036048.0,274036048.01,,,2458412.486,"new CTOI, Montalto (2022)"
176789524.0,176789524.01,,,2458762.257,"new CTOI, Montalto (2022)"
115693377.0,115693377.01,,,2458356.645,DTARPS 128 in Melton+  arXiv:2302.06724
434806551.0,434806551.01,,,2458764.583,"new CTOI, Montalto (2022)"
157129170.0,157129170.01,,,2458469.839,DTARPS 182 in Melton+  arXiv:2302.06724
