TIC,CTOI,Period (days),Transit Epoch (BJD),Notes
369375920,369375920.01,1.133,2458496.7,DTARPS 391 in Melton+  arXiv:2302.06724
369395383,369395383.01,2.431,2458330.323,DTARPS 393 in Melton+  arXiv:2302.06724
369474541,369474541.01,5.498,2459451.456,"new ctoi from Sectors 42,43 SPOC FFIs; Vetting attached"
369476686,369476686.01,nan,2459462.362,Found with our in-house single transit finder; Sector 42
369779127,369779127.01,0.0,2458643.95,Planet Hunters TESS candidate. Single transit event.
370010846,370010846.01,3.485,2458327.004,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
371207036,371207036.01,4.917,2458838.817,"new CTOI, Montalto (2022)"
371596256,371596256.01,nan,2458590.668,single transit event from the TSTPC working group
371766879,371766879.01,6.59,2458681.523,"new CTOI, Montalto (2022)"
372136783,372136783.01,1.799,2458737.326,"new CTOI, Montalto (2022)"
372711996,372711996.01,1.46,2458683.095,"new CTOI, Montalto (2022)"
372909372,372909372.01,9.018,2458320.186,"new CTOI, Montalto et al. (2020)"
372909935,372909935.01,3.612,2458541.552,vetted with DAVE (https://arxiv.org/abs/1901.07459)
373026096,373026096.01,nan,2459190.843,Found with our in-house single transit finder; Sector 32
373062094,373062094.01,7.76,2458791.23,All data obtained using the LightKurve framework
373136570,373136570.01,nan,2458462.965,Found with our in-house single transit finder
373236116,373236116.01,2.015,2458789.6,"new CTOI, Montalto (2022)"
373612130,373612130.01,10.029,2458838.506,"new CTOI, Montalto (2022)"
373674579,373674579.01,nan,2458907.214,single transit event from the TSTPC working group
373730922,373730922.01,1.993,2458926.786,"new CTOI, Montalto (2022)"
374268399,374268399.01,nan,2459276.873,"newCTOI,Single transit event"
374352402,374352402.01,1.14,2458653.376,"new CTOI, Montalto et al. (2020)"
375145648,375145648.01,0.614,2458437.716,"new CTOI, Montalto (2022)"
376116071,376116071.01,2.369,2458985.195,"Qual:A,CM,1.8e+08yr. Rp=(1.75-6.07)Rj. b=0.84-1.40 (3-97HDI)."
376258038,376258038.01,1.517,2458789.885,"new CTOI, Montalto (2022)"
376457352,376457352.01,nan,2459479.652,Found with our in-house single transit finder; Sector 43
376524552,376524552.02,1.744,2458901.184,Corrected transit depth of 539.68 (+/-62.58)
376537276,376537276.01,nan,2459656.146,PHT candidate. Single transit event. We caution that high RUWE parameter suggests it could be a stellar companion.
376588834,376588834.01,4.597,2458814.272,"new CTOI, Montalto (2022)"
376973804,376973804.01,3.655,2458984.076,"Qual:B,Oh2017,MissingRot?. Rp=(0.32-0.47)Rj. b=0.44-0.84 (3-97HDI)."
376997143,376997143.01,11.879,2458688.87,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
377020459,377020459.01,nan,2459496.677,Found with our in-house single transit finder; Sector 43
377152697,377152697.01,1.091,2458764.422,"new CTOI, Montalto (2022)"
377169726,377169726.01,0.653,2458929.425,"new CTOI, Montalto (2022)"
377416580,377416580.01,12.613,2458764.65,"new CTOI, Montalto (2022)"
377556960,377556960.01,0.878,2459010.162,"new CTOI, Montalto (2022)"
377619148,377619148.01,19.896,2458784.408,"new CTOI likely member of NGC 7510, PATHOS-71 in Nardiello et al. (2021)"
377912676,377912676.01,5.249,2458688.713,Kepler candidate planet KOI-6698.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
378421253,378421253.01,0.751,2458597.174,Cand super-Neptune; IC2602 (30Myr; CG18). PMS M dwarf. Faint.
378651225,378651225.01,0.63,2458764.273,"new CTOI, Montalto (2022)"
379294386,379294386.01,2.431,2458655.567,DTARPS 396 in Melton+  arXiv:2302.06724
379376771,379376771.01,2.22,2458986.101,"Qual:A,PMS?. Wrn: mean(R)=1.071. Rp=(0.77-2.60)Rj. b=0.04-0.97 (3-97HDI)."
379628805,379628805.01,2.09,2458790.96,"column 872, row 70, sector 18, mission TESS"
380523151,380523151.01,1.519,2458682.647,"new CTOI, Montalto (2022)"
380884709,380884709.01,nan,2459465.622,PHT candidate. Single transit event. Additional transit in K2 data.
381317676,381317676.01,1.314,2458763.779,"new CTOI, Montalto (2022)"
381477001,381477001.01,3.878,2458764.466,"new CTOI, Montalto (2022)"
381543300,381543300.01,3.856,2458764.232,"new CTOI, Montalto (2022)"
382360740,382360740.01,5.15,2458627.87,All data obtained using the Light Kurve framework
382435735,382435735.01,6.99,2459042.54,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
382521776,382521776.01,4.394,2458358.257,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
383482813,383482813.01,2.014,2458625.016,"new CTOI, Montalto (2022)"
383510040,383510040.01,5.91,2458518.44,All data obtained using the lightkurve framework
383645274,383645274.01,0.959,2458982.942,"new CTOI, Montalto (2022)"
383755895,383755895.01,1.114,2458682.904,"new CTOI, Montalto (2022)"
384051626,384051626.01,9.135,2458676.281,"new CTOI, Montalto (2022)"
384194460,384194460.01,1.3,2458626.17,All data obtained using the LightKurve framework
384469512,384469512.01,4.778,2458327.886,DTARPS 402 in Melton+  arXiv:2302.06724
384609312,384609312.01,2.178,2458355.576,DTARPS 403 in Melton+  arXiv:2302.06724
384747920,384747920.01,2.223,2458623.932,"new CTOI, Montalto (2022)"
384882500,384882500.01,nan,2459464.843,Found with our in-house single transit finder; Sector 42
384883067,384883067.01,4.93,2458763.834,"new CTOI, Montalto (2022)"
384888824,384888824.01,6.709,2458761.814,"new CTOI, Montalto (2022)"
385104242,385104242.01,2.289,2458790.571,"new CTOI, Montalto (2022)"
385274980,385274980.01,6.0,2458601.96,"Camera 2, CCD 2, Column 1551, Row 1343, Sector 11"
385307289,385307289.01,2.833,2458541.235,"new CTOI, Montalto (2022)"
385557214,385557214.01,5.625,2458791.585,PHT candidate.
385636103,385636103.01,2.13,2458600.96,"Camera 2, CCD 2, Column 1487, Row 1525, Sector 11"
386066628,386066628.01,2.941,2458493.286,DTARPS 404 in Melton+  arXiv:2302.06724
386484325,386484325.01,nan,2459207.113,Found with our in-house single transit finder
386729525,386729525.01,4.08,2458612.26,"Camera 2, CCD 2, Column 1546, Row 1427, Sector 11"
387513450,387513450.01,nan,2459153.639,Foun
387541380,387541380.01,nan,2459168.195,Found with our in-house single transit finder; Sector 31
387610076,387610076.01,nan,2459151.402,Found with our in-house single transit finder; Sector 31
387714289,387714289.01,6.061,2458470.579,DTARPS 405 in Melton+  arXiv:2302.06724
388074615,388074615.01,1.178,2458764.487,"new CTOI, Montalto (2022)"
388134787,388134787.01,0.0,2458811.05,Planet Hunters TESS candidate. Single transit event.
388402265,388402265.01,12.187,2459971.554,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
388431740,388431740.01,3.73,2458792.13,"Camera 3, CCD 2, Column 709, Row 1962, Sector 18"
388431742,388431742.01,3.73,2458792.13,"Camera 3, CCD 2, Column 709, Row 1962, Sector 18"
388504644,388504644.01,5.691,2458961.1,inflated planet candidate around red giant star. RV followup started
388803989,388803989.01,nan,2459574.316,Found with our in-house single transit finder; Sector 46
388850377,388850377.01,2.47,2458466.818,"new CTOI, Montalto et al. (2020)"
389041242,389041242.01,nan,2459561.165,Found with our in-house single transit finder; Sector 46
389078639,389078639.01,3.657,2458321.739,"new CTOI, Montalto (2022)"
389323171,389323171.01,1.62,2459036.12,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
389471462,389471462.01,0.575,2458324.875,"new CTOI, Montalto (2022)"
389520593,389520593.01,2.295,2458326.705,DTARPS 408 in Melton+  arXiv:2302.06724
389662862,389662862.01,2.998,2458325.952,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
389854818,389854818.01,4.796,2458895.751,"new CTOI, Montalto (2022)"
390045892,390045892.01,nan,2458960.367,single transit event from the TSTPC working group
390252502,390252502.01,5.436,2458629.979,"EB or Warm Jup, NGC 5617 (170Myr, CG18)."
390874411,390874411.01,8900.0,2458684.6,WINE single transit
390930138,390930138.01,6.953,2458599.5,non-inflated warm Jupiter candidate around evolved star
391539041,391539041.01,5.918,2458812.752,"new CTOI, Montalto (2022)"
391925531,391925531.01,43.95,2459078.97,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
391947345,391947345.01,11.48,2458337.27,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
392365181,392365181.01,3.013,2458868.022,"new CTOI, Montalto (2022)"
392715556,392715556.01,4.726,2458814.469,"new CTOI, Montalto (2022)"
393565707,393565707.01,nan,2459545.913,Found with our in-house single transit finder; Sector 45
393748848,393748848.01,2.128,2458438.099,"new CTOI, Montalto et al. (2020)"
393785071,393785071.01,9.08,2458981.97,"new CTOI, Montalto (2022)"
393800976,393800976.01,1.665,2458899.145,"new CTOI, Montalto (2022)"
393898356,393898356.01,3.981,2458979.774,"new CTOI, Montalto (2022)"
394045794,394045794.01,1.463,2458324.681,"new CTOI, Montalto (2022)"
394126269,394126269.01,3.858,2458339.677,"new CTOI, PATHOS-1 in Nardiello et al. (2019)"
394340319,394340319.01,3.037,2458336.364,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
394579699,394579699.01,2.201,2458323.922,"new CTOI, Montalto (2022)"
394834663,394834663.01,13.391,2458584.002,"new CTOI, Montalto (2022)"
395519975,395519975.01,1.676,2458789.137,"new CTOI, Montalto (2022)"
395657794,395657794.01,4.164,2458787.568,"new CTOI, Montalto (2022)"
396113854,396113854.01,4.29,2458787.502,"new CTOI, Montalto (2022)"
396242561,396242561.01,11.55,2458779.544,"new CTOI, Montalto (2022)"
396246765,396246765.01,3.441,2458656.165,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
396290184,396290184.01,1.31,2458653.749,"new CTOI, Montalto (2022)"
396393272,396393272.01,1.312,2458763.503,"new CTOI, Montalto (2022)"
396601141,396601141.01,1.088,2458790.108,"new CTOI, Montalto (2022)"
396935226,396935226.01,nan,2459193.977,Found with our in-house single transit finder; Sector 32
397043291,397043291.01,2.964,2458813.893,"new CTOI, Montalto (2022)"
397053253,397053253.01,4.799,2459551.957,Nguyen et al. (2022)
397072045,397072045.01,4.743,2458815.544,"new CTOI, Montalto (2022)"
397361541,397361541.01,4.868,2458331.45,DTARPS 413 in Melton+  arXiv:2302.06724
397483270,397483270.01,nan,2459642.506,Found with our in-house single transit finder; Sector 49
397487633,397487633.01,nan,2459661.752,Found with our in-house single transit finder; Sector 49
397678193,397678193.01,nan,2458754.675,single transit event from the TSTPC working group
397762695,397762695.01,nan,2458792.302,single transit event from the TSTPC working group
398102996,398102996.01,3.397,2458790.267,"new CTOI, Montalto (2022)"
398304905,398304905.01,0.986,2458790.305,"new CTOI, Montalto (2022)"
398336504,398336504.01,4.44,2458815.694,"new CTOI, Montalto (2022)"
398382775,398382775.01,5.867,2458619.52,"new CTOI, Montalto (2022)"
398673587,398673587.01,nan,2459118.325,WINE single transit
399074535,399074535.01,14.795,2459557.651,Nguyen et al. (2022)
399105267,399105267.01,nan,2458929.777,single transit event from the TSTPC working group
399689864,399689864.01,4.344,2458812.615,"new CTOI, Montalto (2022)"
399784500,399784500.01,nan,2459198.931,Found with our in-house single transit finder; Sector 32
399793914,399793914.01,2.198,2458681.244,"new CTOI, Montalto (2022)"
399913539,399913539.01,1.288,2458684.335,Kepler candidate planet KOI-7415.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
399918895,399918895.01,4.961,2458681.009,"new CTOI, Montalto (2022)"
400048856,400048856.01,nan,2458786.122,single transit event from the TSTPC working group
400351578,400351578.01,nan,2458964.173,single transit event from the TSTPC working group
400947780,400947780.01,2.403,2458790.306,"new CTOI, Montalto (2022)"
401503097,401503097.01,0.593,2458815.725,"new CTOI, Montalto (2022)"
401617111,401617111.01,5.94,2458627.15,"Camera 3, CCD 2, Column 676, Row 11, Sector 12"
401685092,401685092.01,12.375,2459998.191,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
401849421,401849421.01,1.041,2458517.972,"new CTOI, Montalto et al. (2020)"
402065454,402065454.01,0.365,2458325.698,DTARPS 417 in Melton+  arXiv:2302.06724
402111634,402111634.01,12.134,2458616.146,"new CTOI, Montalto (2022)"
402149920,402149920.01,4.422,2458979.532,"new CTOI, Montalto (2022)"
402214152,402214152.01,5.536,2458438.534,DTARPS 418 in Melton+  arXiv:2302.06724
402851922,402851922.01,3.265,2458544.971,DTARPS 419 in Melton+  arXiv:2302.06724
402875988,402875988.01,6.164,2458810.254,"new CTOI, Montalto (2022)"
402992891,402992891.01,17.41,2459834.594,PHT candidate.
403139386,403139386.01,nan,2459912.349,Single transit event from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
403154475,403154475.01,2.535,2458325.857,DTARPS 421 in Melton+  arXiv:2302.06724
403693870,403693870.01,3.524,2458469.703,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
403836000,403836000.01,2.791,2458568.514,"new CTOI, Montalto (2022)"
405253778,405253778.01,5.016,2458592.352,"new CTOI, Montalto (2022)"
405421924,405421924.01,1.804,2458517.459,"new CTOI, Montalto et al. (2020)"
405504208,405504208.01,0.307,2458711.134,"new CTOI, Montalto (2022)"
405542683,405542683.01,1.347,2458982.698,"new CTOI, Montalto (2022)"
405687343,405687343.01,0.532,2458684.51,Kepler candidate planet KOI-971.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
406241337,406241337.01,2.285,2458327.889,DTARPS 424 in Melton+  arXiv:2302.06724
406478079,406478079.01,1.57,2458412.295,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
406526291,406526291.01,3.51,2458735.523,"new CTOI, Montalto (2022)"
407114785,407114785.01,1.213,2458763.893,"new CTOI, Montalto (2022)"
407457771,407457771.01,6.562,2458790.207,"new CTOI, Montalto (2022)"
407851964,407851964.01,2.638,2458738.374,"new CTOI, Montalto (2022)"
408038524,408038524.01,1.246,2458386.952,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
408094816,408094816.01,5.404,2458743.981,"new CTOI likely member of NGC 7142, PATHOS-72 in Nardiello et al. (2021)"
408189324,408189324.01,4.394,2458440.854,DTARPS 427 in Melton+  arXiv:2302.06724
408254149,408254149.01,nan,2459468.389,Found with our in-house single transit finder; Sector 42
408358709,408358709.01,6.332,2458741.435,"new CTOI likely member of NGC 7142, PATHOS-73 in Nardiello et al. (2021)"
408550830,408550830.01,0.593,2458815.718,"new CTOI, Montalto (2022)"
408678680,408678680.01,2.003,2458814.546,"new CTOI, Montalto (2022)"
409055014,409055014.01,0.957,2458815.152,"new CTOI, Montalto (2022)"
409056122,409056122.01,12.477,2458804.861,"new CTOI, Montalto (2022)"
409141608,409141608.01,nan,2458333.692,sector1
409473377,409473377.01,nan,2458508.334,Found with our in-house single transit finder
409612847,409612847.01,2.827,2458813.894,"new CTOI, Montalto (2022)"
409883914,409883914.01,22.682,2458636.825,"new CTOI, Montalto (2022)"
409891396,409891396.01,nan,2458679.42,single full transit (nominal period: 57 days)
410119093,410119093.01,4.129,2458657.624,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
410355638,410355638.01,1.284,2458327.656,DTARPS 429 in Melton+  arXiv:2302.06724
410477562,410477562.01,7.031,2458785.735,"new CTOI, Montalto (2022)"
411662605,411662605.01,1.561,2458631.386,"new CTOI likely member of Lupus association  , PATHOS-43 in Nardiello (2020)"
412200591,412200591.01,nan,2459182.374,Found with our in-house single transit finder; Sector 32
413162396,413162396.01,2.673,2458519.196,DTARPS 430 in Melton+  arXiv:2302.06724
413809436,413809436.01,2.703,2458627.336,"new CTOI likely member of NGC 5925     , PATHOS-26 in Nardiello et al. (2020)"
415705122,415705122.01,1.762,2458815.892,"new CTOI, Montalto (2022)"
415732733,415732733.01,nan,2459598.651,Additional transit in FFI S20. Flat bottom of the event could indicate that this is a secondary from an EB.
416455230,416455230.01,7.793,2458808.404,"new CTOI, Montalto (2022)"
417058223,417058223.01,5.477,2458712.263,"new CTOI likely member of NGC 7086, PATHOS-74 in Nardiello et al. (2021)"
417110491,417110491.01,14.175,2458839.313,"new CTOI, Montalto (2022)"
417120779,417120779.01,3.474,2458737.274,"new CTOI, Montalto (2022)"
417136990,417136990.01,21.075,2458912.008,"new CTOI, Montalto (2022)"
417571629,417571629.01,12.726,2458945.405,"new CTOI, Montalto (2022)"
417644279,417644279.01,10.884,nan,planet candidate around evolved star. recon spectrum obtained
417734868,417734868.01,11.447,2458686.28,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
417830114,417830114.01,11.191,2458676.223,"new CTOI, Montalto (2022)"
418036300,418036300.01,nan,2459715.069,PHT candidate. Single transit event.
418083937,418083937.01,1.624,2458789.903,"new CTOI, Montalto (2022)"
418184706,418184706.01,18.457,2459577.522,"TESS Sector 46, Camera 2, data: 418184706_SAP_LC"
418311783,418311783.01,2.156,2458815.732,"new CTOI, Montalto (2022)"
418343229,418343229.01,0.294,2458815.89,"new CTOI, Montalto (2022)"
418373328,418373328.01,7.889,2458787.629,"new CTOI, Montalto (2022)"
418695901,418695901.01,19.05,2458702.123,"new CTOI, Montalto (2022)"
419091401,419091401.01,12.707,2458499.685,"new CTOI likely member of Ruprecht 48  , PATHOS-27 in Nardiello et al. (2020)"
419517627,419517627.01,0.797,2458710.732,"new CTOI, Montalto (2022)"
420015743,420015743.01,12.84,2458414.81,"Camera 1, CCD 4, Column 568, Row 425, Sector 4"
420031102,420031102.01,nan,2459162.263,Found with our in-house single transit finder; Sector 31
420735478,420735478.01,2.083,2458982.526,"new CTOI, Montalto (2022)"
420888232,420888232.01,10.846,2458683.349,"new CTOI, Montalto (2022)"
421331604,421331604.01,nan,2458757.282,single transit event from the TSTPC working group
421472503,421472503.01,nan,2459614.08,single transit (nominal period: 15 days)
421630760,421630760.01,4.187,2458742.859,"new CTOI likely member of IC 1396, PATHOS-76 in Nardiello et al. (2021)"
422043783,422043783.01,1.834,2458653.135,"new CTOI, Montalto (2022)"
422082582,422082582.01,nan,2459463.292,PHT candidate. Single transit event.
422270253,422270253.01,6.57,2458537.212,"new CTOI, Montalto (2022)"
422448310,422448310.01,4.54,2458588.03,All data obtained using the LightKurve framework
422484720,422484720.01,nan,2459465.009,Found with our in-house single transit finder; Sector 42
422650433,422650433.01,1.29,2458411.66,"Camera 1, CCD 4, Column 1786, Row 255, Sector 4"
422650438,422650438.01,1.29,2458411.66,"camera 1, ccd 4, column 1786, row 258, sector 4"
423360793,423360793.01,48.487,2459463.757,3 transits. Period can be multiple of 48.487 d.
423539160,423539160.01,6.055,2460019.693,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
423785115,423785115.01,74.2,2459197.003,PHT candidate. Second transit in FFI data. True period could be multiple of given period.
424089318,424089318.01,3.035,2458815.12,"new CTOI, Montalto (2022)"
424090723,424090723.01,2.789,2458815.492,"new CTOI, Montalto (2022)"
424730711,424730711.01,nan,2458694.891,Found with our in-house single transit finder; transit finder output attached under 'Files'
424805463,424805463.01,39.13,2458966.77,"new CTOI, Montalto (2022)"
425046696,425046696.01,0.618,2458983.057,"new CTOI, Montalto (2022)"
425585592,425585592.01,nan,2458618.405,Found with our in-house single transit finder
425825270,425825270.01,5.248,2458323.586,"new CTOI, Montalto (2022)"
426317111,426317111.01,1.37,2458816.23,"Camera 1, CCD 4, Column 1334, Row 1343, Sector 19"
426756103,426756103.01,1.428,2458815.894,"new CTOI, Montalto (2022)"
427320001,427320001.03,28.379,2458985.517,New CTOI detected. Exhibits clear TTVs due to 2:1 resonance with b.
427344083,427344083.01,nan,2458961.897,PHT candidate. Single transit event. Likely grazing.
427377458,427377458.01,2.53,2458468.99,All data obtained using the LightKurve framework
427459423,427459423.01,nan,2459192.126,Found with our in-house single transit finder; Sector 32
427765233,427765233.01,31.66,2458749.693,"new CTOI, Montalto (2022)"
427943483,427943483.01,6.298,2458738.789,"new CTOI likely member of NGC 7209, PATHOS-77 in Nardiello et al. (2021)"
428531167,428531167.01,0.69,2458790.191,"new CTOI, Montalto (2022)"
428704854,428704854.01,5.67,2458822.7,All data obtained using the lightkurve framework
428866475,428866475.01,3.74,2458814.181,"new CTOI, Montalto (2022)"
428961332,428961332.01,1.711,2458788.971,"new CTOI, Montalto (2022)"
428976250,428976250.01,nan,2458824.397,single transit event from the TSTPC working group
429286485,429286485.01,0.944,2458357.115,DTARPS 435 in Melton+  arXiv:2302.06724
429417637,429417637.01,6.578,2458709.629,"new CTOI, Montalto (2022)"
430985807,430985807.01,2.548,2458711.067,"new CTOI, Montalto (2022)"
431206812,431206812.01,2.252,2458765.768,"Qual:B,NotCM?,1.4e+08yr,MissingRot?. Rp=(0.52-1.45)Rj. b=0.00-0.69 (3-97HDI)."
431473352,431473352.01,1.257,2458738.317,"new CTOI, Montalto (2022)"
431484794,431484794.01,0.818,2458764.395,"new CTOI, Montalto (2022)"
431486590,431486590.01,3.158,2458763.809,"new CTOI, Montalto (2022)"
431605129,431605129.01,4.04,2458767.348,hot Jupiter candidate around dwarf star/bg star? check nearby bright star
431656151,431656151.01,2.709,2458953.823,"new CTOI, Montalto (2022)"
431767111,431767111.01,1.171,2458789.683,"new CTOI, Montalto (2022)"
431867372,431867372.01,6.324,2458785.36,"new CTOI, Montalto (2022)"
431945694,431945694.01,nan,2459966.945,Found with our in-house single transit finder;Sector 61
431964149,431964149.01,1.594,2458789.479,"new CTOI, Montalto (2022)"
432012467,432012467.01,0.435,2458491.914,"new CTOI, Montalto (2022)"
432110782,432110782.01,1.74,2458815.509,"new CTOI, Montalto (2022)"
432564189,432564189.01,3.761,2458546.781,Cand HJ (maybe EB). Ruprecht 82 (230Myr; CG18). Prop motion weakly suspicious.
432925586,432925586.01,2.024,2458571.671,Cand HJ; PMS M dwraf (Zari+18). No stellar rotn (worrying). Check spectra for activity.
434105091,434105091.01,nan,2458364.964,Found with our in-house single transit finder
434208740,434208740.01,5.371,2458759.956,"new CTOI, Montalto (2022)"
434217306,434217306.01,nan,2459491.047,"newCTOI, Single transit"
434307868,434307868.01,nan,2459225.059,Found with our in-house single transit finder
434724235,434724235.01,0.442,2458764.655,"new CTOI, Montalto (2022)"
434806551,434806551.01,3.751,2458764.583,"new CTOI, Montalto (2022)"
434813876,434813876.01,2.339,2458762.992,"new CTOI, Montalto (2022)"
435868674,435868674.01,1.615,2458624.406,"new CTOI, Montalto (2022)"
435868942,435868942.01,2.691,2458327.388,DTARPS 439 in Melton+  arXiv:2302.06724
435904852,435904852.01,nan,2459507.768,Found with our in-house single transit finder; Sector 44
436663419,436663419.01,nan,2459176.691,"Found with our in-house single transit finder; Sector 32; also sec 5 available, no transit visible there"
436842712,436842712.01,3.145,2458788.546,"new CTOI, Montalto (2022)"
437088276,437088276.01,4.135,2458494.734,DTARPS 440 in Melton+  arXiv:2302.06724
437234869,437234869.01,nan,2458562.006,Found with our in-house single transit finder
437749809,437749809.01,9.062,2458760.518,"new CTOI, Montalto (2022)"
437935628,437935628.01,nan,2459205.566,Found with our in-house single transit finder
437936844,437936844.01,1.797,2458467.897,"new CTOI, Montalto (2022)"
438052638,438052638.01,2.447,2458468.621,DTARPS 443 in Melton+  arXiv:2302.06724
438225366,438225366.01,nan,2459221.511,Single transit eventI
439406850,439406850.01,nan,2459125.334,Found with our in-house single transit finder; transit finder output attached under 'Files'
439945564,439945564.01,1.793,2458763.621,"new CTOI, Montalto (2022)"
440957227,440957227.01,3.419,2458603.012,DTARPS 447 in Melton+  arXiv:2302.06724
441012828,441012828.01,2.788,2458327.205,new CTOI  detected in independent ELEANOR search by Tom Kaye
441017467,441017467.01,nan,2458343.802,Found with our in-house single transit finder
441056242,441056242.01,nan,2458376.11,Found with our in-house single transit finder
441122551,441122551.01,3.386,2458326.564,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
441131943,441131943.01,nan,2459146.109,Found with our in-house single transit finder; Sector 31
441199415,441199415.01,nan,2458344.443,Found with our in-house single transit finder
441397924,441397924.01,1.828,2458327.459,DTARPS 449 in Melton+  arXiv:2302.06724
441417261,441417261.01,8.55,2458343.53,All data obtained with the LightKurve framework
441424343,441424343.01,nan,2458342.7,"Camera 1, CCD 4, Column 1803, Row 1605, Sector 1"
441469541,441469541.01,0.72,2458354.272,manual ELEANOR search Tom Kaye
441546821,441546821.01,nan,2459339.053,"newCTOI, Single transit event"
441546821,441546821.02,374.0,2460063.504,Transit distinct in depth & tdur from planet b. MonoTools gives a higher b & period both roughly double planet b
441622545,441622545.01,4.581,2458840.623,"new CTOI, Montalto (2022)"
441705792,441705792.01,nan,2459684.598,Planet Hunters TESS candidate. Single transit event.
441710478,441710478.01,nan,2458944.208,single transit event from the TSTPC working group
441808796,441808796.01,nan,2458837.067,single transit event from the TSTPC working group
441813878,441813878.01,82.343,2458621.763,"new CTOI, Montalto (2022)"
443618156,443618156.01,7.376,2458546.253,DTARPS 450 in Melton+  arXiv:2302.06724
443994883,443994883.01,nan,2459519.671,Found with our in-house single transit finder; Sector 44
444041825,444041825.01,nan,2459239.662,Found with our in-house single transit finder
444335503,444335503.01,1.2,2458764.85,Data obtained using the LightKurve framework
444898583,444898583.01,2.18,2458842.68,"Camera 2, CCD 3, Column 690, Row 921, Sector 20"
444977814,444977814.01,11.378,2459589.278,New ctoi from sec 47 Tess-Spoc - Attached Triceratops vetting (FPP=0.017)
445077088,445077088.01,16.487,2458919.571,"new CTOI, Montalto (2022)"
445260697,445260697.01,nan,2458483.335,single transit event from the TSTPC working group
445717008,445717008.01,1.26,2458817.2,"Camera 2, CCD 4, Column 1414, Column 1212, Row 727, Sector 19, possible binary system"
445724774,445724774.01,4.299,2458814.863,"new CTOI, Montalto (2022)"
445779478,445779478.01,0.898,2459936.928,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
445880578,445880578.01,0.854,2458955.744,"new CTOI, Montalto (2022)"
446044800,446044800.01,nan,2459492.462,"newCTOI, Single transit"
447923555,447923555.01,0.568,2458517.975,"new CTOI, Montalto (2022)"
449793302,449793302.01,4.9,2458601.18,"Camera 2, CCD 2, Column 307, Row 1088, Sector 11"
449925672,449925672.01,1.107,2458815.721,"new CTOI, Montalto (2022)"
450210844,450210844.01,3.031,2458815.666,"new CTOI, Montalto (2022)"
450300489,450300489.01,16.013,2458865.801,"new CTOI, Montalto (2022)"
450610413,450610413.01,10.678,2458600.682,"new CTOI likely member of Harvard 5    , PATHOS-29 in Nardiello et al. (2020)"
451507506,451507506.01,13.883,2458612.5,"new CTOI, Montalto (2022)"
452523977,452523977.01,3.452,2458574.507,"Crowded field, neighbors need checking to make sure signal is on-target"
452708089,452708089.01,6.16,2458707.051,"new CTOI, Montalto (2022)"
452741963,452741963.01,2.115,2458711.256,"new CTOI, Montalto (2022)"
452920657,452920657.01,0.0,2458810.57,PHT candidate. Single transit event.
452954163,452954163.01,5.002,2458489.122,"new CTOI, Montalto et al. (2020)"
453029782,453029782.01,nan,2459550.107,PHT candidate. Two transits (sectors 8 and 45). Period expected to be around 25 days.
453097786,453097786.01,5.407,2458328.095,DTARPS 451 in Melton+  arXiv:2302.06724
453100658,453100658.01,1.805,2458336.513,DTARPS 452 in Melton+  arXiv:2302.06724
453123591,453123591.01,3.454,2458628.18,DTARPS 453 in Melton+  arXiv:2302.06724
453163412,453163412.01,1.52,2458491.8,"new CTOI, Montalto (2022)"
453444539,453444539.01,nan,2458886.039,single transit event from the TSTPC working group
453455638,453455638.01,6.012,2458565.266,"new CTOI, Montalto et al. (2020)"
454142943,454142943.01,nan,2459191.088,Found with our in-house single transit finder; Sector 32
