TIC,CTOI,TOI,Period (exofop),Period (TEV),TESS mag,In TEV?,Eph match?,Data on PDO?,Upload to TEV?,TEV Disposition,Alert? (Yes/no/unsure/hold),Notes,Public comment,User,Report Type
452920657,452920657.01,,0,9.699,12.6973,N,N,,,N/A,U,Second transit in SPOC S18 looks plausible,PHT candidate. Single transit event.,eisner,
460024410,460024410.01,,2.117,,13.2623,N,N,,,N/A,U*,CDIPS report; looks ok; no QLP report,,bouma,
462162963,462162963.01,2959.01,1.355,,12.3935,N,N,,,N/A,Y,CDIPS report; very hot star,,bouma,
463903016,463903016.01,,1.442,,15.8332,N,N,,,N/A,U,CDIPS report; weak signal,,bouma,
467522800,467522800.01,,1.057,,13.9784,N,N,,,N/A,N,CDIPS report; v-shaped; too large,,bouma,
853388144,853388144.01,,1.645,,15.1208,N,N,,,N/A,N,CDIPS report; NEB,,bouma,
859480036,859480036.01,,2.596,,12.5082,N,N,,,N/A,N,CDIPS report; double-lined EB,,bouma,
1030389830,1030389830.01,,0.688,,14.8192,N,N,,,N/A,U,CDIPS report; looks too large,probable EB,bouma,
198382901,198382901.01,,8.542,,12.3643,Y,N,,,N/A,N,Secondary; significant depth-aperture correlation,,kruse,
229760134,229760134.01,,0.824,,12.2186,Y,N,,,N/A,N,Phase modulations; depth-aperture correlation,,kruse,
229786055,229786055.01,,2.14,,10.872,Y,N,,,N/A,N,8.7 sigma odd/even; significant depth-aperture correlation,,kruse,
230016502,230016502.01,,2.961,,12.9466,Y,N,,,N/A,N,42 Re; V-shaped; slight odd-even,,kruse,
230112571,230112571.01,,0.531,,11.2257,Y,N,,,N/A,N,Odd-even; depth-aperture correlation,,kruse,
236817949,236817949.01,,0.63,,12.6265,Y,N,,,N/A,N,14 sigma odd even,,kruse,
237116860,237116860.01,,0.907,,12.7289,Y,N,,,N/A,N,33 Re; significant depth-aperture correlation,,kruse,
284564211,284564211.01,,2.556,,12.2921,Y,N,,,N/A,N,V-shaped; secondary; depth-aperture correlation,,kruse,
354518617,354518617.02,2540.02,22.751,"8.5447, 17.2427, 0.0",8.2731,Y,N,,,N/A,U,"2 Transits seen, 1 in Sector 6 and 1 in Sector 33. Other period aliases are possible, P=22.75 is the most likely alias.",,zhou,
364964726,364964726.01,,2.06,,11.0149,Y,N,,,N/A,N,Secondary; depth-aperture correlation,,kruse,
198420098,198420098.01,,1.789,1.78624,11.7825,Y,Y,,,N/A,N,Odd-even,,kruse,
127505662,127505662.01,,,,10.4894,Y,N,Y,Y,O,N,actual source is TIC 127505658 which was released as TOI 5564.01,,dragomir,qlp
51947865,51947865.01,,3.699,3.6992,7.298,Y,Y,Y,N,O,N,newCTOI; this appears to be a phantom; check 831471745 (brighter of two real stars),Gaia DR2 phantom star,gsun,spoc
296863792,296863792.01,,14.616,14.616,10.2,Y,Y,Y,N,O,N,newCTOI; phantom tic; real star is TIC 860207014,,gsun,
1717079066,1717079066.01,,1.764,1.76353,10.4852,Y,Y,Y,Y,O,N,signal already released as TOI 1161 ,Signal already alerted as TOI 1161,gsun,qlp
441739020,441739020.03,1670.03,123.0384635,123.0619441,9.4682,-,-,,,PC,,Alerted with spoc-s14-s41-b0A-PC	,,spencer ,spoc
24358417,24358417.01,2338.01,22.659,11.33,11.7024,N,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
24695044,24695044.01,2195.01,4.165,4.1645,10.9916,N,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
25227021,25227021.01,,,15.131,11.3306,N,N,,,PC,Hold,Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
95112238,95112238.01,,1.362,1.3616,12.2745,N,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,qlp
141428309,141428309.01,,,7.641,11.394,N,N,,,PC,U,Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
143257768,143257768.01,,1.662,,11.2016,N,N,,,PC,Y,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
179582003,179582003.01,4507.01,104.611,15.421,10.2301,N,N,,,PC,Hold,PHT candidate.,,montalto,qlp
204671232,204671232.01,2361.01,8.715,8.7155,11.9196,N,N,,,PC,Y,"new CTOI, Montalto et al. (2020)","May be blend with star to NW, 152226059.  Better check with sg1.",montalto,
230001847,230001847.01,2337.01,2.994,2.9943,11.2347,N,N,,,PC,Y,hot Jupiter candidate around evolved star,,eisner,qlp
237922465,237922465.01,2416.01,8.276,8.2768,12.4333,N,N,,,PC,Y,Hot Jupiter,,brahm,
238920872,238920872.01,,6.535,6.5347,12.0641,N,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
264173786,264173786.01,,1.631,1.6306,8.4421,N,N,,,PC,Hold,Preliminary vetting with DAVE,,rao,
290403522,290403522.01,,22.375,22.375,10.2912,N,N,,,PC,Hold,"Warm Jupiter candidate around rapid rotator, expected high eccentricity given the transit duration and stellar density",,brahm,
333736132,333736132.01,,,,12.0742,N,N,Y,Y,PC,Y,"newCTOI, Single transit",,gsun,spoc
349972412,349972412.01,4504.01,81.835,81.962,12.5542,N,N,,,PC,N,Warm Jupiter,,brahm,spoc
394287035,394287035.01,2328.01,17.102,17.102,11.584,N,N,,,PC,Y,Warm Jupiter,,brahm,
26547036,26547036.01,2010.01,0,,9.26693,Y,N,,,PC,Y,Alerted as single transit,PHT candidate. Single transit event.,eisner,
29959761,29959761.01,2340.01,1.647,1.6471,11.8012,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
30947715,30947715.01,2356.01,3.66,3.6627,11.7118,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",large; evolved star,montalto,qlp
31142436,31142436.01,,5.271,5.2731,11.7732,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,qlp
31656385,31656385.01,2360.01,22.827,22.845,11.9961,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
32925763,32925763.01,2352.01,1.681,1.6805,11.0863,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
33989652,33989652.01,,6.194,6.1891,12.1006,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,qlp
39218269,39218269.01,2366.01,17.171,8.5961,11.8402,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
39414571,39414571.01,2364.01,4.02,4.0183,11.5521,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
47601197,47601197.01,2350.01,8.626,4.3051,10.6477,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
47601197,47601197.02,2350.02,4.88,0.6221,10.6477,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
48018596,48018596.01,2295.01,0,100.11,9.00772,Y,N,,,PC,Y,Alerted with period,PHT candidate. Single transit event.,eisner,
63698669,63698669.01,1892.01,0,8.0004,9.9312,Y,N,,,PC,Y,Very weak signal; set to be alerted but never was,,eisner,
70887357,70887357.01,2008.01,0,,8.64807,Y,N,,,PC,Y,Alerted,PHT candidate. Single transit event.,eisner,
88840705,88840705.01,2318.01,,,8.6512,Y,N,,,PC,Y,PHT candidate. Single transit event. Grazing.,,eisner,spoc
88902249,88902249.01,2336.01,7.703,7.7054,10.1757,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",Possible small centroid to the S.,montalto,qlp
91555165,91555165.01,2345.01,1.053,1.053,10.3759,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
91987762,91987762.01,1898.01,,,7.4098,Y,N,,,PC,Y,Single transit; looks ok,,eisner,
98796344,98796344.02,455,3.124154,5.35882,8.84294,Y,N,,Thought FP,PC,Y,Already published without mention of 3.12 d period,,holstkristiansen,spoc
100267480,100267480.01,2341.01,0.877,0.87741,12.722,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,eisner,qlp
100589632,100589632.01,2342.01,3.947,3.947,11.1581,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,steuer,qlp
103633672,103633672.01,2085.01,0,,9.8499,Y,N,,,PC,Y,Alerted as single transit,PHT candidate. Single transit event.,eisner,
124095888,124095888.01,,1.125,1.1261,11.5137,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
124206468,124206468.01,,7.094,7.0955,11.4586,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
124515764,124515764.01,,1.272,1.2708,11.7959,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
138126035,138126035.01,2321.01,,,9.84325,Y,N,,,PC,Y,PHT candidate. Single transit event.,,eisner,spoc
139147770,139147770.01,,,10.9342,11.4907,Y,N,,,PC,H,WINE single transit; only has early qlp data,,brahm,qlp
139198430,139198430.01,1891.01,,15.3584,9.3059,Y,N,,,PC,Y,Single transit; set to be alerted but never was,,lipponen,
139423295,139423295.01,,10.537,5.2684,10.1733,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,qlp
150299840,150299840.01,4505.01,19.475,35.172,10.4223,Y,N,Y,Y,PC,U,newCTOI; single transit at ~1381 in qlp s04; variability in spoc report but one clear transit; matches with s4 transit and CTOI period,single event in qlp-s34,gsun,qlp
160003961,160003961.01,2335.01,1.449,1.4493,12.1323,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
160039081,160039081.01,2082.01,0,30.2,7.8206,Y,N,,,PC,Y,Alerted with period,,eisner,
166834768,166834768.01,2343.01,3.255,3.2567,12.2539,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
168751223,168751223.01,2331.01,4.714,4.7152,13.3666,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
170361401,170361401.01,,1.094,1.0946,11.3053,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,
170434745,170434745.01,,1.228,1.2281,11.9433,Y,N,,,PC,H,"new CTOI, Montalto et al. (2020)",,montalto,
172370679,172370679.01,1899.01,0,,12.5826,Y,N,,,PC,Y,Alerted as single transit; CP,PHT candidate. Single transit event.,eisner,
174302697,174302697.01,1896.01,,,8.88374,Y,N,,,PC,Y,Single transit; looks ok,,eisner,
177079323,177079323.01,2353.01,5.752,5.7522,11.895,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",synchronized and V-shaped,montalto,
189620016,189620016.01,2372.01,1.18,1.1797,12.2186,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
192831602,192831602.01,,19.58,9.79587,11.4416,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,
200743403,200743403.01,2334.01,7.998,7.9971,12.1385,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
207501148,207501148.01,2320.01,,,9.85317,Y,N,,,PC,Y,PHT candidate. Single transit event.,,grunblatt,spoc
219466784,219466784.01,2007.01,0,-,10.199,Y,N,,,PC,Y,Alerted as single transit,PHT candidate. Single transit event.,eisner,
219766989,219766989.01,2354.01,0.511,0.51117,11.9951,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,
229608594,229608594.01,2298.01,,165.2353,11.1919,Y,N,,,PC,Y,PHT candidate. Single transit event.,,montalto,spoc
237913194,237913194.01,2179.01,15.16888,15.169,11.4864,Y,N,,,PC,Y,Alerted,"results from joint photometry and RV fit, paper in prep.",schlecker,
243187830,243187830.01,2009.01,0,,7.3551,Y,N,,,PC,Y,Alerted,PHT candidate. Single transit event.,eisner,
264485594,264485594.01,,7.17,7.1679,12.1387,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,qlp
264544388,264544388.01,1893.01,0,,8.43389,Y,N,,,PC,Y,Single transit; high Gaia RV scatter; possibly seeing secondary eclipse,,eisner,
264979636,264979636.02,518,7.332,17.879,10.1432,Y,N,,Thought FP,PC,Y,TOI; no ephemeris match; no signal at 7.3 d,,spencer,spoc
267542728,267542728.01,,39.74,39.74,10.2521,Y,N,,,PC,H,Put on hold,PHT candidate.,eisner,
274599700,274599700.01,2317.01,32.98,,11.8831,Y,N,,,PC,Y,PHT candidate. Single transit event.,,palumbo,spoc
278536652,278536652.01,,7.132,7.1294,10.3425,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",Centroid shift indicates source is 439366538. The star is small enough that it could still be a planet.,montalto,qlp
280865159,280865159.01,1894.01,0,,10.7519,Y,N,,,PC,Y,Single transit; looks ok,,eisner,
282498590,282498590.01,2492.01,10.108,10.0968,11.6749,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",TFOP APC,montalto,qlp
284361752,284361752.01,2294.01,,340.3847,9.78288,Y,N,,,PC,Y,PHT candidate. Single transit event.,,montalto,
286000547,286000547.01,2332.01,7.497,7.4919,12.2015,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
290036495,290036495.01,2351.01,5.252,5.2524,12.1103,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
298663873,298663873.01,2180.01,0,-,8.56854,Y,N,,,PC,Y,Alerted as single transit,PHT candidate. Single Transit.,eisner,
302212110,302212110.01,,8.548,8.5473,12.4715,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,qlp
302924206,302924206.01,2362.01,6.944,6.9444,12.3715,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
303682623,303682623.01,,0.681,0.68068,13.0179,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,qlp
304142124,304142124.01,1793.01,,,7.8436,Y,N,,,PC,Y*,Now alerted; single transit,,eisner,qlp
307958020,307958020.01,4633.01,0,,8.3498,Y,N,,,PC,N,Killed as IS,PHT candidate. Single transit event.,eisner,spoc
311179742,311179742.01,2344.01,8.32,8.3054,12.2766,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
317019074,317019074.01,2348.01,1.205,1.2045,11.6884,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
317483660,317483660.01,2346.01,3.332,3.3304,11.5584,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
323295479,323295479.01,1861.01,-,24.7246,9.9486,Y,N,,,PC,Y*,Alerted,PHT candidate. Single transit event.,eisner,
328933398,328933398.02,1873.02,0,,10.7447,Y,N,,,PC,Y,Alerted as multi,,eisner,
344085117,344085117.01,2365.01,0.66,0.65969,11.9732,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
347357977,347357977.01,2370.01,12.686,4.2353,11.4878,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
348756659,348756659.01,4823.01,3.725,3.7262,12.3474,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,qlp
349488688,349488688.01,2319.01,11.625,,8.40302,Y,N,,,PC,Y,PHT candidate. Single transit event.,,montalto,spoc
350432166,350432166.01,,35.786,35.787,11.2822,Y,N,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,qlp
354518617,354518617.01,2540.01,12.719,"8.5447, 17.2427, 0.0",8.2731,Y,N,,,PC,H,"12 day period in QLP; waiting for merge and reprocessing; 3 transits observed in total, 2 in Sector 33 and 1 in Sector 6",,zhou,spoc
355867695,355867695.03,1260.03,0,548.0732288,10.8116,Y,N,,,PC,U,Potential single; mix of signals potentially; manual check,,holstkristiansen,spoc
356700488,356700488.01,2098.01,,,8.20773,Y,N,,,PC,Y,Single transit,,eisner,
356710041,356710041.01,2065.01,0,,9.0024,Y,N,,,PC,Y,Alerted as single transit,PHT candidate. Single transit event.,eisner,
358579111,358579111.01,2333.01,14.22,14.222,12.3462,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
376524552,376524552.02,1811.01,1.744,3.713,11.1237,Y,N,,,PC,Y,Corrected transit depth of 539.68 (+/-62.58),,spencer,spoc
384159646,384159646.01,1895.01,0,,9.7556,Y,N,,,PC,Y,Single transit; looks ok,,eisner,
388198242,388198242.01,2224.01,0.505,0.50536,11.9987,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
401125028,401125028.01,2368.01,5.175,5.1745,11.6955,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
405421924,405421924.01,,1.804,1.8043,11.8624,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
408636441,408636441.01,1759.01,75.4,18.848,9.92838,Y,N,,,PC,Y**,Being alerted through SPOC multisector; shows clear signal at 37 days (half ctoi period),,eisner,spoc
415969908,415969908.02,233.02,52.74,7.1999; 11.6659,11.3018,Y,N,,Thought FP,PC,Y,Only have 1 sector of data; cTOI from 1812.08145,,christiansen,spoc
420645189,420645189.01,1897.01,,,10.1374,Y,N,,,PC,Y,Single transit; looks ok,,eisner,
432132155,432132155.01,2371.01,4.898,4.898,12.2036,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",secondary,montalto,qlp
436102447,436102447.01,2359.01,5.187,5.1858,11.0331,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
441159680,441159680.01,2367.01,5.75,5.7498,12.3193,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
441765914,441765914.01,2088.01,0,124.73,10.8812,Y,N,,,PC,Y,Alerted,,eisner,
445456888,445456888.01,2363.01,5.544,5.545,12.1046,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
449197624,449197624.01,4682.01,6.791,3.3963,12.2624,Y,N,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
2760219,2760219.01,2382.01,4.663,4.66565,11.4408,Y,Y,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,spoc
3224605,3224605.01,5552.01,28.645,28.64440221,11.9901,Y,Y,Y,Y,PC,Y,,,mason,
9907513,9907513.01,5590.01,1.274,1.2749899,11.9639,Y,Y,Y,Y,PC,Y,,found in faint-star QLP search,spencer,qlp
13737885,13737885.01,3382.01,4.466,4.45739,11.5546,Y,Y,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
29430403,29430403.01,,1.878,1.877567,11.4907,Y,Y,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
38965512,38965512.01,2615.01,2.269,2.2687617,13.2052,Y,Y,,,PC,H,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,qlp-faint-search,olmschenk,qlp
49428710,49428710.01,5174.01,12.219,12.21428592,10.6309,Y,Y,Y,Y,PC,Y,,alert with spoc-s46-b02,eisner,spoc
50309953,50309953.01,1109.01,7.04,7.0408,9.7906,Y,Y,,,PC,Y,second try; EB ,TFOP FP,lipponen,qlp
53287554,53287554.01,5172.01,4.724,4.721807727,10.648,Y,Y,Y,Y,PC,Y,,,spencer,
53287554,53287554.02,5172,135.38,4.721807727,10.648,Y,Y,Y,Y,PC,Y,,,spencer,
53993965,53993965.01,,0.577,0.57671,11.1085,Y,Y,,,PC,U,"new CTOI, Montalto et al. (2020)",,montalto,
55525572,55525572.01,813.01,83.889,83.899,9.8467,Y,Y,,,PC,Y,Planethunters-TESS candidate,possible single event close to BJD 2457000 = 1540,aigrain,spoc
67196573,67196573.01,2499.01,2.558,2.55711,10.7996,Y,Y,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,eisner,
71268730,71268730.01,5375.01,1.722,1.721582312,12.456,Y,Y,Y,Y,PC,Y,,orbital period close to variability period,eisner,
72556406,72556406.01,2521.01,5.564,5.56175,10.8218,Y,Y,,,PC,U,"new CTOI, Montalto et al. (2020)",,eisner,
97568467,97568467.01,2497.01,21.316,10.6552,9.14112,Y,Y,,,PC,Y,TOI period is half CTOI period; Found with our in-house single transit finder ,,steuer,spoc
98957720,98957720.01,3501.01,7.683,7.67576,10.7413,Y,Y,,,PC,U,"new CTOI, Montalto et al. (2020)",,deen,
101011575,101011575.02,560.02,18.878,18.87974368,8.5925,Y,Y,Y,Y,PC,Y,Discovered by manual examination of sector 34 TESS light curve. Karen Collins and Rick Schwarz obtained LCO transit obs; additional transits in s34 spoc report; multi? differing depths,alerted with spoc-s1-s36-b02,mzhang,spoc
103195323,103195323.01,2143.01,5.586,5.5866,10.1041,Y,Y,,,PC,Y,Already set to be alerted,five good transits,deen,
119131709,119131709.01,5633.01,17.285,17.2837,11.1586,Y,Y,Y,Y,PC,Y,already alerted with spoc-s50-b02,period could be half (~8.64 d),hocevar,spoc
122617317,122617317.02,4311.02,0.99,0.9902891937,10.7236,Y,Y,Y,Y,PC,Y,low MES; possible multi; alerted with spoc-s1-s36,,spencer,spoc
123233041,123233041.01,2177.01,3.523,3.52495,13.1448,Y,Y,,,PC,Y,Alerted; Kepler-8 b,Kepler confirmed planet KOI-10.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
123495874,123495874.01,2176.01,7.886,7.89308,12.9934,Y,Y,,,PC,Y,Alerted; Kepler-422 b,Kepler confirmed planet KOI-22.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
123664207,123664207.01,2493.01,,0,11.433,Y,Y,,,PC,Y,Found with our in-house single transit finder,single at TBJD~2226,steuer,spoc
126797048,126797048.01,,,,8.8855,Y,Y,Y,Y,PC,Y,newCTOI; single in s36 spoc,,gsun,spoc
127505658,127505658.01,5564.01,,"nan, 45.4965",11.6871,Y,Y,Y,Y,PC,Y,already alerted with qlp-s45-ffi,,dragomir,qlp
131419878,131419878.01,720.01,3.16,3.1604,8.8154,Y,Y,,,PC,Y,possible NEB,TFOP FP,kcollins,qlp
135100529,135100529.01,5628.01,4.341,4.3415,14.4733,Y,Y,Y,Y,PC,Y,already alerted with spoc-s49-b02,no stellar radius; host is likely an M dwarf which would allow Rp to be planetary,eisner,spoc
139771134,139771134.01,1899.01,0.913,0.913781,12.5093,Y,Y,,,PC,Y,Some depth-aperture; otherwise ok; PC in GV,Difference image reasonably consistent with target despite small nominal shift; V-shaped,feinstein,
140830390,140830390.01,1072.01,12.827,12.842,11.7106,Y,Y,,,PC,Y,vetted with DAVE (https://arxiv.org/abs/1901.07459),Possible secondary,galgano,spoc
141768070,141768070.01,842.01,2.786,2.7864,12.6264,Y,Y,,,PC,Y,vetted with DAVE (https://arxiv.org/abs/1901.07459),TOI 842 under investigation no observing notes,galgano,spoc
142276270,142276270.04,1136.04,18.805,"12.5184, 13.5211, 6.2567, 26.3219",8.9361,Y,Y,,,PC,Y,Alerted; part of multi,,holstkristiansen,spoc
142387023,142387023.01,1824.01,22.812,22.80811,8.9754,Y,Y,,,PC,Y**,Being alerted,Three stars within pixel (TIC 142387024 - Tmag=15.3. TIC 142387022 - Tmag=13.1). L1 candidate; possibly active star,holstkristiansen,qlp
150030205,150030205.02,286.02,39.377,39.361081,9.1059,Y,Y,,,PC,Y,Scheduled to be alerted but wasn't,,spencer,spoc
152226055,152226055.01,,1.431,1.431331,11.242,Y,Y,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
154568734,154568734.01,2436.01,,,8.55595,Y,Y,,,PC,Y,"Found with our in-house single transit finder; found by SPOC, but bad period model",,steuer,spoc
155491828,155491828.01,2555.01,16.05,16.048,11.1169,Y,Y,,,PC,Y,newCTOI,already a TOI(spoc s34) when made a CTOI,gsun,spoc
160491359,160491359.01,2103.01,2.663,2.662,10.3366,Y,Y,,,PC,Y,Alerted,,damboiu,
164892194,164892194.01,2178.01,3.028,3.0271,13.4633,Y,Y,,,PC,Y,Alerted; Kepler-43 b,Kepler confirmed planet KOI-135.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
166184426,166184426.01,1955.01,16.33,16.33,11.1825,Y,Y,,,PC,Y,Set to be alerted,PHT candidate.,eisner,qlp
175180796,175180796.01,816.01,1.558,1.5575,11.143,Y,Y,,,PC,Y,possible NEB,TFOP FP,kcollins,qlp
178709444,178709444.01,762.01,3.472,3.4716,13.6615,Y,Y,,,PC,Y,new CTOI from ORION (https://arxiv.org/abs/1812.08145),Likely EB,cloutier,spoc
204650483,204650483.01,4551.01,9.96,9.956296,9.02765,Y,Y,Y,Y,PC,Y,,variable star; CTOI from Sam Grunblatt ,grunblatt,qlp
206906112,206906112.01,2504.01,,13.5943,10.6358,Y,Y,,,PC,Y,Found with our in-house single transit finder,check nearby stars; some odd-even,steuer,spoc
207425203,207425203.01,1865.01,1.224,1.22387,11.871,Y,Y,,,PC,Y,Alerted,,kruse,
219508169,219508169.01,2016.01,6.821,6.817513,10.408,Y,Y,,,PC,Y,4 transits,weak BLS;slight depth-aperture correlation,deen,
219762508,219762508.01,1878.01,3.235,3.2349,12.9737,Y,Y,,,PC,Y,Alerted,,kruse,
219821826,219821826.01,2258.01,9.68,9.679797,12.2169,Y,Y,,,PC,Y,Alerted,,kruse,
219879302,219879302.01,1884.01,6.782,6.78221,12.6183,Y,Y,,,PC,Y,Alerted,,kruse,
220504798,220504798.01,,0.558,0.557775,11.0609,Y,Y,,,PC,Y,"new CTOI, Montalto et al. (2020)",,montalto,qlp
224299081,224299081.02,5619,37.998,37.9984529,10.7131,Y,Y,Y,Y,PC,Y,,found in faint-star QLP search,eisner,qlp
229400092,229400092.01,1826.01,4.142,4.14199,11.2086,Y,Y,,,PC,Y,Alerted; HAT-P-59,,kruse,
229480555,229480555.01,,11.878,11.895,12.7782,Y,Y,,,PC,H,Placed on hold for reprocessing,,kruse,
229490898,229490898.01,1872.01,2.235,2.23467,11.9414,Y,Y,,,PC,Y,Alerted,,kruse,
229586455,229586455.01,1887.01,2.2,2.200145,12.2415,Y,Y,,,PC,Y,Alerted,,kruse,
229715760,229715760.01,2251.01,11.575,11.574723,12.7778,Y,Y,,,PC,Y,Alerted,,kruse,
229750058,229750058.01,1825.01,10.181,10.18145,11.7204,Y,Y,,,PC,Y,Alerted,,kruse,
229787062,229787062.01,2261.01,1.901,1.900973,12.4841,Y,Y,,,PC,Y,Alerted,,kruse,
229791084,229791084.01,1864.01,1.645,1.645321,12.2856,Y,Y,,,PC,Y,Alerted; Qatar-10b,,kruse,
230087585,230087585.01,1868.01,8.825,8.82681,12.6053,Y,Y,,,PC,Y,Alerted,,kruse,
230127302,230127302.04,1246.04,37.91713,37.918,11.1802,Y,Y,,,PC,Y,Already a TOI,Multi; 4th candidate; close to 2:1 resonance with .01,holstkristiansen,spoc
230236827,230236827.01,,0.708,0.707782,10.9759,Y,Y,,,PC,Hold,"V-shaped, 68 transits",,montalto,spoc
230375747,230375747.01,1870.01,2.764,2.763366,12.8079,Y,Y,,,PC,Y,Alerted,,kruse,
230387153,230387153.01,2086.01,41.753761,41.752,11.316,Y,Y,,,PC,Y,Alerted as multi,,holstkristiansen,
231630147,231630147.01,4400.01,7.064,7.067309,11.943,Y,Y,,,PC,Hold,"new CTOI, Montalto et al. (2020)",,montalto,spoc
232632890,232632890.01,,0.674,1.348,12.8482,Y,Y,,,PC,H,Placed on hold for reprocessing,,kruse,
232641326,232641326.01,1874.01,35.739,17.868,11.5816,Y,Y,,,PC,Y,Alerted; APC,,kruse,
232982938,232982938.01,1828.01,9.094,9.09416,11.1315,Y,Y,,,PC,Y,Alerted,,kruse,
233047097,233047097.01,1875.01,11.309,11.30916,12.9417,Y,Y,,,PC,Y,Alerted,,kruse,
233068569,233068569.01,2181.01,8.379,8.383866,12.1625,Y,Y,,,PC,Y,Alerted,,kruse,
233078665,233078665.01,1876.01,6.482,6.483187,12.8182,Y,Y,,,PC,Y,Alerted,,kruse,
