TIC,CTOI,TOI,Period (exofop),Period (TEV),TESS mag,In TEV?,Eph match?,Data on PDO?,Upload to TEV?,TEV Disposition,Alert? (Yes/no/unsure/hold),Notes,Public comment,User,Report Type
274150793,274150793.01,,,,10.8176,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
275179540,275179540.01,,,,12.0507,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
275180352,275180352.01,,,,12.0544,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
275573755,275573755.01,,1.644,,14.987,N,N,,,-,-,No report on TEV,Kepler candidate planet KOI-6188.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
278664649,278664649.01,,18.392,,11.7882,N,N,,,-,-,Sector 23,,chiarello,
278825345,278825345.01,,7.989,,13.7573,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
279070369,279070369.01,,,,12.4466,N,N,,,-,-,WINE single transit,,brahm,
279070369,279070369.02,,,,12.4466,N,N,,,-,-,WINE single transit,,brahm,
279383896,279383896.01,3958.01,12.032,,11.5687,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
279401253,279401253.01,,,,11.2625,N,N,,,-,-,Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
279947414,279947414.01,4145.01,4.066,,11.5241,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
280613644,280613644.01,,3.721,,13.7124,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
282502866,282502866.01,,7.401,,7.4298,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
282830436,282830436.01,,5.637,,13.7596,N,N,,,-,-,No report on TEV,,bouma,
282883628,282883628.01,,8.42,,10.7977,N,N,,,-,-,All data obtained using the lightkurve framework,,chiarello,
283027405,283027405.01,,7.29,,9.88725,N,N,,,-,-,Possible hot jupiter or brown dwarf considering the size,,chiarello,
284173938,284173938.01,3751.01,2.916,,12.8826,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
284677262,284677262.01,,,,11.4737,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
284679064,284679064.01,2566.01,4.21,,13.0599,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
284706890,284706890.01,,3.836,,13.6048,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
284859630,284859630.01,2716.01,7.543,,12.3425,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
284910127,284910127.01,,1.771,,14.1203,N,N,,,-,-,No report on TEV; Eclipsing Binary,,eisner,
285272237,285272237.01,3681.01,13.917,,11.7524,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
287145649,287145649.01,2981.01,3.602,,12.7533,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
287328202,287328202.01,,3.835,,12.3332,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
288240183,288240183.01,,119.05,,9.0124,N,N,,,-,-,No report on TEV; PHT candidate.,,eisner,
290596726,290596726.01,,,,12.8445,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
290596728,290596728.01,,,,10.2832,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
290777444,290777444.01,,6.108,,12.2311,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
292477426,292477426.01,3327.01,4.18,,12.4256,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
292777663,292777663.01,,4.603,,11.8616,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
293649602,293649602.01,,0,,10.1722,N,N,,,-,-,No report on TEV,PHT candidate. Single transit event.,eisner,
293845053,293845053.01,,,,11.2105,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
293893405,293893405.01,,,,9.5952,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
294194145,294194145.01,,3.656,,11.9168,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
294216479,294216479.01,,,,10.4937,N,N,,,-,-,Found with our in-house single transit finder,,steuer,
294691204,294691204.01,5018.01,6.586,,11.576,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
296354161,296354161.01,,6.007,,12.3256,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
296737508,296737508.01,,,,9.19706,N,N,,,-,-,No report,,aigrain,
299220166,299220166.01,4457.01,3.218,,14.3258,N,N,,,-,-,No report on TEV,Kepler confirmed planet KOI-195.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
299739645,299739645.01,,,,13.224,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
300362600,300362600.01,,11.656,,12.2156,N,N,,,-,-,"No report on TEV; new CTOI likely member of NGC 5316     , PATHOS-19 in Nardiello et al. (2020)",,nardiello,
301558096,301558096.01,,,,10.473,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
302381397,302381397.01,4088.01,2.728,,12.2523,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
303050301,303050301.01,,0,,9.3986,N,N,,,-,-,No report on TEV,PHT candidate. Single transit event.,eisner,
303317324,303317324.01,4310.01,,,9.4961,N,N,,,-,-,No report on TEV; PHT candidate. Two transits separated by 739 d.,,eisner,
306337838,306337838.01,2397.01,6.001,,12.0749,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
306648160,306648160.01,3321.01,3.653,,10.6651,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
307571751,307571751.01,,1.303,,12.1519,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
308073360,308073360.01,3837.01,11.894,,11.366,N,N,,,-,-,WINE warm jupiter candidate,,brahm,
308211363,308211363.01,,,,12.0398,N,N,,,-,-,WINE single transit,,brahm,
308301091,308301091.01,,,,9.82897,N,N,,,-,-,No report on TEV; PHT candidate. Single transit event.,,eisner,
310002617,310002617.01,4087.01,3.177,,11.2961,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
310162619,310162619.01,,3.84,,11.0236,N,N,,,-,-,All data are obtained using the LightKurve Framework,,chiarello,
310355207,310355207.01,,4.575,,12.992,N,N,,,-,-,No report on TEV,,bouma,
312395707,312395707.01,,4.19,,10.4006,N,N,,,-,-,All data obtained using the lightKurve framework,,chiarello,
313891529,313891529.01,2424.01,,,10.2845,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files';large radius,,steuer,
314643904,314643904.01,,6.85,,7.80562,N,N,,,-,-,All info obtained using the LightKurve framework,,chiarello,
316340057,316340057.01,,,,10.4826,N,N,,,-,-,Found with our in-house single transit finder; Sector 13,,steuer,
317252733,317252733.01,3735.01,3.353,,11.3032,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
317536999,317536999.01,,5.856,,12.867,N,N,,,-,-,"No report on TEV; new CTOI likely member of Ruprecht 94  , PATHOS-22 in Nardiello et al. (2020)",,nardiello,
318013179,318013179.01,,,,12.4379,N,N,,,-,-,WINE single transit,,brahm,
318753114,318753114.01,,,,10.2142,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
319558163,319558163.01,,8.27,,12.1894,N,N,,,-,-,All data obtained using the lightkurve framework,,chiarello,
320092265,320092265.01,,0.89,,10.6499,N,N,,,-,-,All the data are using the LightKurve framework,,chiarello,
321086563,321086563.01,2565.01,3.97,,12.3642,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
322807675,322807675.01,2398.01,9.703,,11.6701,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
323194443,323194443.01,,3.908,,13.859,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
323295908,323295908.01,2679.01,7.706,,12.4453,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
326092637,326092637.01,,4.618,,11.9524,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
327369524,327369524.01,,4.024,,11.3864,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
328162246,328162246.01,,,,10.9399,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
328814605,328814605.01,4086.01,11.384,,12.111,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
331146317,331146317.01,3602.01,2.388,,11.7506,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
331644554,331644554.01,,0,,9.61487,N,N,,,-,-,No report,PHT candidate. Single transit event.,eisner,
332558858,332558858.01,2373.01,13.34,,12.5882,N,N,,,-,-,No report on TEV; Warm Jupiter,,brahm,
332579116,332579116.01,4197.01,3.902,,12.8512,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
332657786,332657786.01,,0,,13.0041,N,N,,,-,-,No report on TEV,PHT candidate. Single transit event.,eisner,
332860211,332860211.01,2778.01,4.444,,12.3409,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
332954788,332954788.01,,0.7,,11.4081,N,N,,,-,-,Corrected transit depth of 441.7 (+/-83.6) ppm; USP candidate,,spencer,
333136751,333136751.01,,,,9.77942,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
333734769,333734769.01,2396.01,1.509,,11.4944,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
334482103,334482103.01,2464.01,3.726,,12.4683,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
334597566,334597566.01,,9.11,,12.0471,N,N,N,-,-,-,No TEV report; hot Jupiter candidate around subgiant star,,grunblatt,
334632624,334632624.01,,,,8.6661,N,N,N,-,-,-,newCTOI,,gsun,
336399144,336399144.01,3946.01,5.703,,12.475,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
337217173,337217173.01,,,,11.5546,N,N,,,-,-,Single Transit in Sector-31. Transit-like feature in Sector-4 due to asteroid crossing,,zhou,
339451334,339451334.01,,1.938,,11.6321,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
340228388,340228388.01,3458.01,3.173,,12.6553,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
341411516,341411516.01,,3.109,,10.6727,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
342004815,342004815.01,,,,11.647,N,N,Y,Y,-,-,"newCTOI,Single transit event; another single in Y1 at ~1539.5; these two singles are the shorter duration events but there are longer duration events filtered out in the detrending with a period of 39.5 days. However the shorter duration events happen consistently 14.1 days after the deep events; likely eccentric EB",,gsun,qlp
343933335,343933335.01,,4.37,,13.9836,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
348835438,348835438.01,2669.01,6.21,,9.9917,N,N,,,-,-,hot Jupiter candidate around RGB star,,grunblatt,
349373226,349373226.01,,0.608,,11.2686,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
349488688,349488688.02,,,,8.40302,N,N,,,-,-,No report on TEV; PHT candidate. Single transit event.,,montalto,
349576261,349576261.01,4562.01,225.1,,11.5326,N,N,,,-,-,PHT candidate. Short transit duration suggests high eccentricity.,,eisner,
349582831,349582831.01,5100.01,3.454,,12.4261,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
349793830,349793830.01,,,,9.0875,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
349832804,349832804.01,,1.041,,13.7025,N,N,,,-,-,No report,,feinstein,
350335633,350335633.01,,2.389,,13.0502,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
350814622,350814622.01,,3.213,,11.7266,N,N,,,-,-,No report,Kepler confirmed planet KOI-7.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
353960022,353960022.01,,3.921,,13.4593,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
354846183,354846183.01,,,,10.4547,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files'; Very large radius,,steuer,
355895977,355895977.01,,10.579,,11.7085,N,N,,,-,-,potential hot sub-Neptune around dwarf star,,grunblatt,
356240333,356240333.01,,0,,9.8546,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,eisner,
356451765,356451765.01,,3.36,,12.5147,N,N,,,-,-,All info obtained using the LightKurve framework,,chiarello,
359648342,359648342.01,,3.95,,12.5905,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
359683436,359683436.01,,,,10.0814,N,N,,,-,-,Found with our in-house single transit finder,,steuer,
360816293,360816293.01,3146.01,3.551,,12.2077,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
360816296,360816296.01,3145.01,3.551,,12.1258,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
361983224,361983224.01,,,,10.6531,N,N,,,-,-,Found with our in-house single transit finder; Sector 20,,steuer,
365102760,365102760.01,,4.204,,11.3306,N,N,N,-,-,-,No TEV report; hot Neptune candidate around evolved star,,grunblatt,
365250897,365250897.01,,,,11.2754,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
365463946,365463946.01,,,,11.5232,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
365956062,365956062.01,,1.808,,11.1673,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
366946329,366946329.01,,7.9,,9.5399,N,N,N,-,-,-,"No TEV report; Camera 2, CCD 3, Column 763, Row 637, Sector 12, unclear orbital period",,chiarello,
367630162,367630162.03,2104.03,15.182,,10.0556,N,N,,,-,-,No report on TEV; s2n=11.5; corrected transit depth of 725.67 (+/-61.86) ppm to account for limb darkening,,spencer,spoc
367630162,367630162.04,2104.04,9.56,,10.0556,N,N,,,-,-,No report on TEV; s2n=6.9; corrected transit depth of 383.23 (+/-26.63) ppm,,spencer,spoc
367630162,367630162.05,,1.98,,10.0556,N,N,,,-,-,No report on TEV; s2n=6.5; corrected transit depth of 214.48 (+/-38.99) ppm,,spencer,
369031347,369031347.01,,2.475,,11.1596,N,N,,,-,-,No report on TEV; short-period planet candidate around RGB star,,eisner,
369532319,369532319.01,,0,,10.1233,N,N,,,-,-,No report on TEV,PHT candidate. Single transit event.,eisner,
369779127,369779127.01,,0,,8.769,N,N,,,-,-,No report,Planet Hunters TESS candidate. Single transit event.,eisner,
370010846,370010846.01,,3.485,,13.8564,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
370138999,370138999.01,3260.01,11.452,,12.1225,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
371864043,371864043.01,3041.01,2.96,,11.2553,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
372443687,372443687.01,3273.01,4.295,,12.3525,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
372596795,372596795.01,3040.01,3.537,,12.1787,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
372596796,372596796.01,3181.01,3.537,,12.298,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
373026096,373026096.01,,,,9.85309,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
373062094,373062094.01,,7.76,,11.8683,N,N,,,-,-,All data obtained using the LightKurve framework,,chiarello,
374268399,374268399.01,,,,9.49923,N,N,N,-,-,-,"newCTOI,Single transit event",,gsun,
374352402,374352402.01,,1.14,,11.8903,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
379628805,379628805.01,,2.09,,9.62391,N,N,,,-,-,"column 872, row 70, sector 18, mission TESS",,chiarello,
380836882,380836882.01,2526.01,8.012,,11.0586,N,N,,,-,-,WINE hot jupiter candidate,,brahm,
382360740,382360740.01,,5.15,,10.5189,N,N,,,-,-,All data obtained using the Light Kurve framework,,chiarello,
383510040,383510040.01,,5.91,,11.7413,N,N,,,-,-,All data obtained using the lightkurve framework,,chiarello,
384194460,384194460.01,,1.3,,12.5082,N,N,,,-,-,All data obtained using the lightkurve framework,,chiarello,
385274980,385274980.01,,6,,11.8429,N,N,N,-,-,-,"No TEV report; Camera 2, CCD 2, Column 1551, Row 1343, Sector 11",,chiarello,
386484325,386484325.01,,,,11.0928,N,N,,,-,-,Found with our in-house single transit finder,,steuer,
387409975,387409975.01,2563.01,5.018,,13.3848,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
387513450,387513450.01,,,,9.25189,N,N,,,-,-,Foun,,steuer,
387541380,387541380.01,,,,9.0068,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
387610076,387610076.01,,,,9.43806,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
388504644,388504644.01,,5.691,,9.9778,N,N,,,-,-,inflated planet candidate around red giant star. RV followup started,,grunblatt,
390252502,390252502.01,,5.436,,12.6485,N,N,,,-,-,No report on TEV,,bouma,
390930138,390930138.01,,6.953,,9.9181,N,N,N,-,-,-,"No TEV report; uninflated warm Jupiter candidate around evolved star. crowded field, short duration",,grunblatt,
394126269,394126269.01,,3.858,,15.331,N,N,,,-,-,"new CTOI, PATHOS-1 in Nardiello et al. (2019)",,nardiello,
394918211,394918211.01,4377.01,4.378,,10.7934,N,N,,,-,-,inflated hot Jupiter candidate around RGB star,,grunblatt,
396246765,396246765.01,,3.441,,12.3872,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
396896334,396896334.01,2711.01,5.76,,13.0719,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
396935226,396935226.01,,,,11.0563,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
398673587,398673587.01,,,,11.6451,N,N,,,-,-,WINE single transit,,brahm,
399346877,399346877.01,4003.01,3.961,,12.9762,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
399784500,399784500.01,,,,10.5763,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
399967279,399967279.01,2537.01,,,12.0294,N,N,,,-,-,WINE single transit,,brahm,
400103802,400103802.01,4140.01,4.251,,12.1311,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
401849421,401849421.01,,1.041,,12.2627,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",V-shaped;,montalto,
403507814,403507814.01,3475.01,2.78,,12.2587,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
403693870,403693870.01,,3.524,,13.1378,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
404518509,404518509.01,4320.01,0,,8.6022,N,N,,,-,-,No report on TEV,PHT candidate. Single transit event.,eisner,
405788729,405788729.01,,4.226,,11.7066,N,N,Y,Y,-,-,hot Jupiter candidate around subgiant star,,grunblatt,qlp
407653728,407653728.01,,6.504,,13.0091,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
409141608,409141608.01,,,,15.273,N,N,,,-,-,No report,,lipponen,
409473377,409473377.01,,,,14.0778,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
410119093,410119093.01,,4.129,,12.7602,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
411662605,411662605.01,,1.561,,10.6871,N,N,,,-,-,"new CTOI likely member of Lupus association  , PATHOS-43 in Nardiello (2020)",,nardiello,
412200591,412200591.01,,,,8.76215,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
413809436,413809436.01,,2.703,,14.2122,N,N,,,-,-,"new CTOI likely member of NGC 5925     , PATHOS-26 in Nardiello et al. (2020)",,nardiello,
415443327,415443327.01,5104.01,4.89,,13.7667,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
417644279,417644279.01,,10.884,,11.7927,N,N,,,-,-,planet candidate around evolved star. recon spectrum obtained,,grunblatt,
417646390,417646390.01,4137.01,3.802,,10.8557,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
417942201,417942201.01,3718.01,4.231,,12.1578,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
418012030,418012030.01,2533.01,6.686,,11.6417,N,N,,,-,-,WINE hot jupiter candidate,,brahm,
418255064,418255064.01,4563.01,0,,11.6157,N,N,,,-,-,No report,,eisner,
419091401,419091401.01,,12.707,,13.7681,N,N,,,-,-,"new CTOI likely member of Ruprecht 48  , PATHOS-27 in Nardiello et al. (2020)",,nardiello,
420016507,420016507.01,2676.01,3.407,,12.7082,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
420031102,420031102.01,,,,11.19,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
420177051,420177051.01,2562.01,4.048,,12.5945,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
420268415,420268415.01,4436.01,3.518,,11.8931,N,N,,,-,-,inflated hot Jupiter candidate around subgiant star,,grunblatt,
422385684,422385684.01,2561.01,2.775,,12.1504,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
422448310,422448310.01,,4.54,,9.66504,N,N,,,-,-,All data obtained using the LightKurve framework,,chiarello,
422650433,422650433.01,,1.29,,9.30201,N,N,N,-,-,-,"No TEV report; Camera 1, CCD 4, Column 1786, Row 255, Sector 4",,chiarello,
422914082,422914082.01,4317.01,0,,10.0121,N,N,,,-,-,No report,,eisner,
424730711,424730711.01,,,,10.9849,N,N,,,-,-,Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
425585592,425585592.01,,,,10.1122,N,N,,,-,-,Found with our in-house single transit finder,,steuer,
427344083,427344083.01,,,,12.5967,N,N,,,-,-,No report on TEV; PHT candidate. Single transit event. Likely grazing.,,rao,
427377458,427377458.01,,2.53,,11.0713,N,N,,,-,-,All data obtained using the LightKurve framework,,chiarello,
427459423,427459423.01,,,,10.4074,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
428704854,428704854.01,,5.67,,11.6754,N,N,,,-,-,All data obtained using the lightkurve framework,,chiarello,
428892437,428892437.01,4080.01,3.752,,13.3593,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
431605129,431605129.01,,4.04,,11.0257,N,N,N,-,-,-,No TEV report; hot Jupiter candidate around dwarf star/bg star? check nearby bright star,,grunblatt,
434307868,434307868.01,,,,12.7127,N,N,,,-,-,Found with our in-house single transit finder,,steuer,
434477274,434477274.01,,2.896,,12.2659,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
436663419,436663419.01,,,,12.445,N,N,,,-,-,"Found with our in-house single transit finder; Sector 32; also sec 5 available, no transit visible there",,steuer,
436873727,436873727.01,4641.01,0,,7.1323,N,N,,,-,-,No report,,eisner,
437935628,437935628.01,,,,8.37396,N,N,,,-,-,Found with our in-house single transit finder,,steuer,
438073782,438073782.01,5091.01,3.641,,11.4438,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
438225366,438225366.01,,,,10.7583,N,N,,,-,-,Found with our in-house single transit finder,,gsun,
439406850,439406850.01,,,,10.5241,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
441122551,441122551.01,,3.386,,13.7585,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
441131943,441131943.01,,,,11.1522,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
441155146,441155146.01,2560.01,3.551,,13.5328,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
441417261,441417261.01,,8.55,,11.5024,N,N,,,-,-,All data obtained with the LightKurve framework,,chiarello,
441424343,441424343.01,,,,10.5539,N,N,N,-,-,-,"No TEV report; Camera 1, CCD 4, Column 1803, Row 1605, Sector 1",,chiarello,
441453629,441453629.01,2559.01,4.201,,13.1141,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
441763252,441763252.01,4468.01,2.771,,13.2847,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
444335503,444335503.01,,1.2,,6.1666,N,N,,,-,-,Data obtained using the LightKurve framework,,chiarello,
445582110,445582110.01,4242.01,3.058,,12.4688,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
446158352,446158352.01,4442.01,4.043,,13.4835,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
449793302,449793302.01,,4.9,,10.4088,N,N,N,-,-,-,"No TEV report; Camera 2, CCD 2, Column 307, Row 1088, Sector 11",,chiarello,
450610413,450610413.01,,10.678,,12.2804,N,N,,,-,-,"new CTOI likely member of Harvard 5    , PATHOS-29 in Nardiello et al. (2020)",,nardiello,
452810326,452810326.01,2709.01,2.354,,13.0639,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
452810327,452810327.01,2708.01,2.354,,12.5398,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
452954163,452954163.01,,5.002,,12.2738,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
453060368,453060368.01,4841.01,,9.6284672,12.7964,N,N,Y,Y,-,-,"newCTOI, Single transit event; actually has P of 9.628 days",,gsun,qlp
453455638,453455638.01,,6.012,,13.7767,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
454142943,454142943.01,,,,11.2973,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
454248975,454248975.01,3023.01,3.902,,11.4848,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
455006978,455006978.01,,2.751,,13.8826,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
